,標題,分類,內文
1779,[問卦] 好吃的黑鮪魚，是不是都有哈味,Gossiping,"安安

https://i.imgur.com/SZZ5oFD.jpeg

照片是鮭魚，黑鮪魚大腹我吃下去了

現在出餐變得好薄，味道有點淡

但一樣有一種哈密瓜水果味



之前在沖繩吃的時更驚人！

入口即化，滿滿的哈味



高檔的黑鮪魚吃起來也有哈味嗎？

台北哪裡吃的到呢？

"
1780,[新聞] 選罷、憲訴、財劃三讀修正通過　王鴻薇：,Gossiping,"

選罷、憲訴、財劃三讀修正通過　王鴻薇：讓人民意志得以伸張

CNEWS匯流新聞網記者潘語綺／台北報導

立法院院會昨日三讀通過《選罷法》、《財劃法》及《憲法訴訟法》。對此，國民黨立委
王鴻薇今（21）日凌晨表示，她要告訴國民黨的支持者，這3天是國民黨立委自己出來守
夜，在民進黨暴力封鎖議場大門時，國民黨扳開門板，一條一條按照民主法定程序表決，
完成民意對國民黨的託付。


「你們選出來的立委，不會在寒風中要你們上街頭，慫恿你們衝撞警察。」王鴻薇在臉書
發文表示，她要很驕傲地向支持者說，國民黨立委不會讓助理在外受盡冷風一整夜，自己
躲在議場抱團取暖；更不會打破窗戶、麥克風等國家財產，用強盜土匪一樣的暴力方式，
傷害民主憲政體制，為社會做出最壞的示範。

王鴻薇指出，我國地方政府組織架構已演變為6都16縣市，中央、地方資源分配比例顯示
《財劃法》已經不堪使用，現行制度讓中央集權又集錢，人民的錢給了中央，結果卻是酬
庸、發包給特定媒體，這幾年民進黨政府弊案叢生，連從許多弱勢族群上，每個月榨2千
元的就業安定基金，都被勞動部長拿去開個人演唱會，因此必須修正。

關於修正《憲法訴訟法》，王鴻薇表示，從國會改革法案開始，就算民意大多數支持國會
通過的法案，民進黨說不認就不認，行政權結合司法權倒行逆施，大法官無視民意，為了
保護執政黨，把憲法法庭當成政治工具，擋住所有監督執政者的手段。她說，政治鬥爭也
就算了，但是連與國人息息相關的「廢死」，也想偷偷進行，不敢喊廢死，卻一步一步把
台灣變成「實質廢死」。

「那些被害者家屬的痛，都被這些大法官，當成他們實現理想的墊腳石。」王鴻薇批評，
審判過程中，甚至還有大法官出言挑釁「為什麼一定要跟民意妥協？」她強調，《憲法訴
訟法》修正就是人民給這些大法官的答案，「昨天我們讓它成功三讀通過，讓人民的意志
得以被伸張」。


https://cnews.com.tw/235241221a02/

有大法官好狂喔

直接出言挑釁耶

這種都應該公布出來給大家看看

"
1781,[問卦] 育碧把黑武士刪了還有救嗎,Gossiping,"育碧最大的問題
就是黑武士
當大家白痴
日本那來的黑武士
現在刪了還有救嗎
還是繼續堅持下去
反正發售後
賺最後一筆

有沒有卦

"
1782,[問卦] 很會睡和睡不著 二選一選哪個?,Gossiping,"大家都睡不著的人很痛苦

那好奇 如果是那種晚上8點想睡 可以睡到隔天早上8點

這兩種 大家會想選哪一個?

睡12小時感覺很浪費時間耶

有卦嗎

"
1783,[問卦] 下一步就是宣布戒嚴了吧,Gossiping,"三大惡法已經通過了
讓原本綁手綁腳變成剁手剁腳
與其等死不如主動反擊
下一步應該就是宣布戒嚴了吧
不知道各位怎麼看


"
1784,Re: [新聞] 誰掏空了醫院人力？,Gossiping,"※ 引述《words2012 (づ′・ω・)》之銘言：
: 這很可怕!
: 台灣最重要的一線環境
: 急診室!!!
: 關係到台灣人命的存亡!
: 所以建議波蘭醫生回國之後
: 都要在急診室綁定三年
: 才可以取得台灣正式醫師資格
: 也可以解決台灣急診醫護不夠的問題
: 好不好!!!

做這些決策的都是醫師
開放波波的也都是這些醫師
最後崩潰了
跑來找民眾哭訴是要怎樣

那就開放東南亞護士阿
一路開放到非洲去

總是會有人願意領3萬台幣  週工時80小時
還要當醫師小三的工作的啦
我都不知道台灣醫師口味這樣好

每一個都在殺雞取卵




"
1785,[問卦] 鹹湯圓才是王道啊～～,Gossiping,"剛剛在面冊跟朋友吵
他說

「冬至吃湯圓，紅豆湯酒釀湯圓才是王道啊～～」

我說
「他X的，客家鹹湯圓才是王道啊～～」

差點打起來

有沒有冬至吃客家鹹湯圓才是王道的卦？

"
1786,[問卦] 幾歲沒有年薪百萬就算是魯蛇？,Gossiping,"不看含金湯匙出生的

只看白手起家的

超過幾歲以後還沒超過年薪百萬的就算是魯蛇

有沒有八卦

"
1787,Re: [新聞] 為養家棄學！台達電員工卻遭霸凌身亡 ,Gossiping,"霸凌者不得好死啦


科技業的霸凌一定比公家更嚴重超多

一定層出不窮


能不能都抓一抓


有沒有什麼申訴管道能幫助這些人！！


※ 引述《str8g ()》之銘言：
: 1.媒體來源:
: 聯合報
: 2.記者署名:
: 巫鴻瑋
: 3.完整新聞標題:
: 為養家棄學！台達電員工卻遭霸凌身亡 清大副校長不捨
: 4.完整新聞內文:
: 台達電一名25歲男員工16日從內湖總部墜樓身亡，傳生前遭主管職場霸凌，引發科技業?
: 議該公司「糟蹋人才」，因身亡男員工為清華大學工業工程管理所高材生，原本被師長?
: 薦攻讀博士，卻為養家放棄學業，如今傳出噩耗，就連清大副校長簡禎富都發文表達不?
: ，證實「他成績優異」。
: 簡禎富發文提到，該名畢業於清大的學生，曾在清華工工DALab參與暑期實習、產學合作
: ，更曾任決策分析課程助教，每項任務都表現優異，盡心負責合作分工，研究成果不僅?
: 決重要半導體智慧製造問題，成功導入產業創造具體價值，還曾在學術期刊上發表論文?
: 據了解，不幸遭霸凌身亡的台達電男員工，過去在清大期間曾獲師長推薦繼續攻讀博士?
: 位，但他為了減輕家中負擔、體貼父母，而選擇放棄學業、先工作養家，沒想到才到台?
: 電任職，就傳出遭職場霸凌身亡。
: 簡禎富不捨地提到該名學生「承受煎熬卻仍為同事們著想」，沒想到遭霸凌身亡後，竟?
: 師長還被通知該名學生「是在公司昏倒逝世」，簡更替該學生的父母親難過，或許父母?
: 也無心力應付社會和網路壓力。
: 台達電對於員工疑似遭霸凌身亡回應指出，秉持人道原則，公司已於第一時間積極協助?
: 屬處理善後。同時亦會同步宣導，以及進行公司同仁之員工關懷機制。對於網路傳言，? : 司積極進行內部調查機制，也會全力配合檢警作業，但在檢調調查結果前，目前不予評?
: 。
: 不過台達電此回應網友並不買帳，痛批該公司公關處理及人資抹黑身亡的員工，還有網?
: 酸「台清交成資優生想被霸凌可以去」、「人才被當耗材」、「勞動部這副鳥樣，怪不?
: 資方根本沒在怕」、「上樑不正下樑歪」，也有不少網友感謝清大副校長「勇於發聲」?
: 有學者風骨。
: https://uc.udn.com.tw/photo/2024/12/21/realtime/31129504.jpg
: 清華大學副校長簡禎富發文悼念不幸遭疑似霸凌身亡的清大畢業台達電員工。圖／翻攝?
: 臉書
: ★珍惜生命，若您或身邊的人有心理困擾，可撥打
: 安心專線：1925｜生命線協談專線：1995｜張老師專線：1980
: 5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
: https://udn.com/news/story/7320/8439947
: 6.備註:
: ※ 一個人一天只能張貼一則新聞(以天為單位)，被刪或自刪也算額度內，超貼者水桶，
: ※ 備註請勿張貼三日內新聞(包含連結、標題等)

"
1788,[問卦] 請問有更大的貝莉莓嗎？,Gossiping,"安安，
事情是這樣子的，
聽說最近島上的民主被踐踏的很嚴重，
領導出來喊話說需要更大的民主！

那如果我對最近因為貝莉莓感到傷心，
可以呼喚更大的貝莉莓嗎？

嗚嗚嗚～勿忘狂野貝貝兒！
狂野貝貝兒是我們小莓派的先知！！

"
1789,[問卦] 新竹/竹北多拿錢合理吧？,Gossiping,"
新竹/竹北有：

竹科 台元科技 昌邑園區 生醫園區 AI智慧園區等

還有清大交大 人才輸出很強

繳稅貢獻比南部多

新竹市人那麼少 貢獻好像前三名

竹北到竹科居然還沒有捷運

多拿錢合理吧？


"
1790,[問卦] 台籃在整個亞洲算是第幾名的,Gossiping,"台灣籃球的程度
在亞洲來說算上什麼層級
不要和歐美比了

東南亞 東北亞 阿拉伯國家 中亞比的話
中國日韓一定輸的

"
1791,[問卦] 冬至快樂是什麼碗糕？,Gossiping,"
我相信今天大家一定有收到這句話，或者是相關的長輩圖

大家收到時不會覺得很奇怪嗎？
就只是24節氣的其中一個
不是節日也不是紀念日
根不是什麼值得慶祝的日子

所以到底在冬至快樂什麼啦？
冬至為什麼要加快樂？


"
1792,[新聞] 北檢上身！柯建銘預告「柯文哲下周絕對貪,Gossiping,"
北檢上身！柯建銘預告「柯文哲下周絕對貪污罪起訴」、斷言民眾黨掰了

風傳媒 李瑋萱

立法院會20日歷經上午激烈衝突後，《財劃法》挑燈夜戰，但表決時，國民黨未支持民眾
黨團修正動議版本，讓綠營大酸「被丟包」。對此，民進黨立院黨團總召柯建銘今（21）
日表示，就是利用完馬上丟包，「就是尿壺而已啦！」他更提到，甫請辭民眾黨主席的柯
文哲，絕對是貪污罪起訴。

20日晚間9時許，立法院會審查《財劃法》民眾黨團修正動議版本時，現場僅8位白委舉手
支持，部分國民黨立委在旁用手比「X」，示意現場藍委不要舉手，最終表決結果在場人
數100位、8位同意，隨後，民眾黨立委隨後集體離席。對此，現場藍委直呼，這是被國民
黨丟包了嗎？

立法院《選罷法》、《憲訴法》、《財劃法》修正案在爭議聲通過後，柯建銘今上午舉行
記者會痛批在野黨，但被問到如何回應時，則表示要等下周二大法官人事同意權後再說。

有媒體問及「丟包」事件，柯建銘先是「預告」，柯文哲起訴在即，這個是非常嚴重的，
絕對是貪污治罪條例收賄，刑期非常嚴重，「這黨（民眾黨）已經結束了嘛。」

柯建銘說，黃國昌坦白講還太嫩，不清楚國民黨立院黨團總召傅崐萁、立法院長韓國瑜，
這些中共的手段，利用完馬上丟包，讓你啞巴吃黃蓮，繼續當附隨組織，這就是黃國昌的
角色。

https://www.storm.mg/article/5296488

"
1793,[問卦] 現在當醫生，一個月還是賺到50、60萬嗎,Gossiping,"以前聽老一輩，都說在台灣當醫生很賺錢，一個月50、60萬到上百萬都是小case，畢竟是
人人稱羨的職業。

也難怪台灣相關醫學系分數都很高，是頂尖top的精英人士，所以高薪是必然的。

那現在呢？現在台灣當醫生的，收入還是很高嗎？有沒有現在當醫生收入的八卦啊？

"
1794,[問卦] 台灣神童預測：今年底跨年之交，臺灣會..,Gossiping,"大家好，我是臺灣著名的神之預言家－－臺灣神童，

經過中國易經的測算模型，加上AI及區塊鏈技術的輔助，

我算出了今年底跨年之交，臺灣的台北101會有事情！

這棟在台北信義區的大樓，將在明年1月1日0時0分0秒，

施放煙火！到時會有很多人在場觀看，驚歎不已。


不信的話，等著到時候驗證吧！

"
1795,[問卦] 現在的關係都好亂喔！肥宅如何自保？,Gossiping,"


大家好

現在開放式關係當道

一個女友可能跟共享式單車差不多

基本上除了全程使用保險套可以減少疾病以外

也要注意嘴內是否有傷口 免得因為接吻而受到感染

是說

肥宅要如何自保啊？

二次元老婆可以完全避免病毒的感染

但因為要插電才看得到

關掉電源以後就只能用冥想以增長與二次元老婆的生活接觸時間

肥宅該如何避免與開放式關係的人接觸？

以增長肥宅自己健康安全的人生

有沒有卦？

"
1796,[問卦] 國動今天去看拳上是為了開寫輪眼嗎？,Gossiping,"
國動今天居然要去看統神的拳賽

難道他是為了看到統神被打趴葛屁

藉此打開自己的萬花筒寫輪眼嗎？

還是他會在統神即將倒下之際

給他的歐豆豆一聲鼓勵支持呢？

"
1797,[問卦] 牛肉麵要吃清燉還是紅燒才是老行家?,Gossiping,"一般來說就這兩個湯底可以選

配料則是大同小異

大部分人都選紅燒

不過清燉的湯很清甜也很不錯耶

如果到名店只能吃一碗(大多人也大概都點一碗)

清湯跟紅燒哪個比較看得出功力呢

有八卦嗎

"
1798,[問卦] 國家存亡之際，那今年還有機會跨年嗎？,Gossiping,"

看到八卦版有說

現在是國家存亡之際

下個月可能國家就滅亡了

啊下個月不就是2025嗎

那這樣還能去跨年嗎？

各地還會舉辦跨年晚會嗎？

還有必要花錢買新衣穿新鞋嗎？

有卦嗎？
"
1799,[問卦] 醫院醫生是不是拿多害護士沒錢,Gossiping,"
如題
醫院裡醫生真的拿太多了
害護士其他只能拿很低薪水
結果現在護士都要出走
最後是不是醫生自己去打針 自己去看護？

"
1800,[新聞] 柯建銘列「亡國三人組」　立院未來會看到,Gossiping,"
1.媒體來源:

ettoday

2.記者署名:

記者杜冠霖／台北報導

3.完整新聞標題:

柯建銘列「亡國三人組」　立院未來會看到韓傅黃銅像「像秦檜一樣」

4.完整新聞內文:

20日立法院會中，藍白聯手三讀通過選罷法修嚴、憲訴法及財劃法等三大修法，對此，民
進黨團總召柯建銘今（21日）表示，賣台三個罪魁禍首，韓國瑜主持院會用上次那套，更
是快馬加鞭，連三讀後感言都沒收，傅崐萁上次表決前見王滬寧，這次又到香港，直接到
大陸領旨，也不怕你知道就是要硬幹，黃國昌則是天天說謊，「亡國三人組」，未來總有
一天會看到，韓國瑜、傅崐萁、黃國昌被鑄成銅像跪於立法院門口，就跟秦檜一樣。

柯建銘表示，台灣人民沒有悲觀權利，經過昨天晚上，相信許多台灣人民痛心、失望，我
也不例外，作為台灣民主老兵，30年來一直在國會戰場上，昨天那刻永遠無法抹滅，藍白
這次不只是毀憲亂政，更是滅台、引狼入室，何等嚴重，大家還睡得著嗎？10年前318自
己都在現場，當時和王金平一起讓太陽花順利走出立法院，和平解決。

柯建銘指出，今年五月國會擴權，又進化到另一個層次，毀憲亂政、沒收台灣民主，要讓
國會香港化，後來因為青鳥再起，最後判決違憲，這次藍白變本加厲，不是只有國會擴權
，更是要滅國、讓政府無法執政、國家處於動盪，比上次修法嚴重千百倍，這三個法案直
指台灣心臟。

對於昨日修法，柯建銘強調，選罷法修法讓民眾無法罷免，未來三年藍白立委可以恣意妄
為，通過任何想要的法案，立法院變成他們亡國天堂、第二個是憲法訴訟法，讓聲請違憲
都成為不可能，何其嚴重、第三是財劃法，剝奪中央3753億，包含長照等等政策通通無法
施行，這三個法案通過，台灣還有未來嗎？

柯建銘指出，賣台三個罪魁禍首，弄權一時、淒涼萬古，韓國瑜主持院會是最重要的，結
果他照常用上次那一套，更是快馬加鞭，連三讀後感言都沒收，有這樣的立法院？更是不
照程序，財劃法跟憲訴法沒有協商，選罷法更是過水，韓國瑜是歷史罪人。

柯建銘續指，傅崐萁上次表決前見王滬寧，這次又到香港直接到大陸領旨、負責執行，也
不怕你知道就是要硬幹，黃國昌則是天天說謊、顛倒是非，「亡國三人組」，台灣人民應
該記住這三個人的臉龐，而其他所有藍白立委都是陪葬兵馬俑，而藏鏡人朱立倫還能閃嗎
？藍白立委千辛萬苦選舉，是選上來賣台的嗎？

柯建銘痛批，罪魁禍首就是韓國瑜，主持院會時表面說照程序來，卻笑裡藏刀，民進黨看
不懂嗎？最後還是露出猙獰面孔，民進黨團策略非常清楚，就是誓死捍衛台灣，從總統以
降都每個黨員都會保護台灣，而在野黨堅持對作、顛倒是非，這屆國會改選後定調如此。

柯建銘表示，這種情形下，立法院未來總有一天會看到，韓國瑜、傅崐萁、黃國昌被鑄成
銅像跪於立法院門口，就跟秦檜一樣，這樣的歷史會到來。而川普1月20日要就職，韓國
瑜有臉去看嗎？川普策略非常清楚，要對中採取所有強硬手段，包含關稅等等，但亡國三
人組在給習近平提供最廉價子彈，讓台灣被習近平綁架。歷史一刻要站出來，相信島嶼會
再天光，這是救亡圖存最後一刻。

5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
https://www.ettoday.net/news/20241221/2877951.htm

6.備註:

又要亡國了?

連秦檜都跑出來了

"
1801,[問卦] 現在小孩不玩鬥筆芯盒了？,Gossiping,"餓死抬頭

剛剛跟國小姪子玩

看到他鉛筆盒有筆芯盒想說可以拿出來跟我當年最強的比一下

結果發現現在小孩已經不玩鬥筆芯盒了 都在擦玻璃

當年從學校玩到補習班然後推廣到幾乎大家都玩過的遊戲竟然沒人玩了？

有沒有卦

"
1802,[問卦] 你要是尹錫悅重新開局 會怎麼做?,Gossiping,"如題
尹錫悅因為發動戒嚴軍
導致自己政治生涯毀滅 甚至還要面臨刑責
如果你到異世界 化身尹錫悅 重頭再來一次
怎麼做才可以對抗多數在野 自己又能沒事呢?

我覺得第一步就是要培養一群側翼
並給他們冠上讓他們覺得好聽的名字

比方說 707叫白虎部隊
那側翼就叫青龍部隊 在四聖獸中 地位比白虎高
比國家最精銳的特種部隊優秀耶！

然後準備預算 定期舉辦青龍宴 請他們吃飯
就像公司尾牙一樣 給他們更多對總統的認同感

只要人數多起來 並能安插黨工在裡面當要職
負責煽動側翼們衝撞國會

哪還需要什麼戒嚴軍?

在野黨一旦想過自己不喜歡的法案
馬上派青龍包圍國會 抹黑在野黨是北韓間諜
然後衝撞駐院警察就好

重點是 安插在裡面負責煽動的人
煽動能力一定要夠 總不能都喊衝了
結果只有幾個人喊衝

這樣做 自己根本就不會違法 完全沒有內亂罪問題
就算有罪 也是那些韭菜被判刑 自己完全沒差

有沒有八卦?

"
1803,Re: [新聞] 誰掏空了醫院人力？,Gossiping,"問你們啊

醫學界綠油油

綠色長期執政

缺錢缺人有沒有照照鏡子

願意投票不願意接受結果？


少來了 大家心態都一樣

苦的累的忍一下就去醫美診所

誰知道診所被波波佔光

你們自己是最聰明的人

投票要自己接受 投完票不接受

那你下次還投？

你不可能叫在野黨改革

只有執政黨有權利改革


"
1804,[問卦] 肥宅突襲揉8+9的奶會怎樣,Gossiping,"如果肥宅在排隊買東西
前面排隊的是8+9
肥宅如果突然伸出雙手去揉8+9的奶
會發生什麼事呀


"
1805,Re: [問卦] Threads上說會亡國的要移民去哪？,Gossiping,"※ 引述《ggbi4zzz (釣魚王fubuki)》之銘言：
: 如題
: Threads 常常說海峽沒加蓋，叫反對的人滾去中國，既然覺得要亡國了，海峽沒加蓋Th
re
: s 的民主派可以愛飛去哪飛去哪吧？不用等滅國吧？

今天看到最好笑的

一個移民去加拿大的小學同學

瘋狂轉發青尿資訊

然後說台灣人都該關注

她以後還想帶她小孩回來拿台灣護照

然後要跟她小孩一起投票

這就是標準左派垃圾的做法

外面天寒地凍台灣加油

家裡暖爐棉被外國好香

別人家的孩子死不完

ㄏㄏ

"
1806,[問卦] 為啥日本現在都不敢搞特規了？,Gossiping,"
記得20年前 日本特規風氣盛行

例如SONY PSP記憶卡 就是特別規格 像SD完全不通用

然後當初日本手機也是自己的充電器、自己的功能

海外全部都無法使用

甚至信用卡也是特規 只有日本國內才能刷

還有西瓜卡也是走Felica特規

還有像是一些電器像吸頂燈座等等

還有一大堆例子

不過近年來日本似乎不太敢搞這種東西

手機也是乖乖的一起從MicroUSB改成USB-C

信用卡也是陸陸續續支援海外規格 連行動支付台灣都能接入付款

像SONY那種記憶卡也已經消失已久

為啥日本現在都不敢搞特規了？







"
1807,[問卦] 30歲，有人月薪只有2-3萬的嗎==?,Gossiping,"欸欸

真的有人30歲或是快40歲

月薪還在2-3萬的嗎

可能沒啥存款 也不會投資

也沒有富爸爸媽媽

基本這年紀不是都該4-5萬

或是年薪百萬了呢

有八卦嗎peko= =.......??


"
1808,Re: [爆卦] 青鳥：財劃法通過Tpass、租屋、大學幼兒,Gossiping,"tpass
乾我屁事 我又不住北部

租屋
乾我屁事 房東又不給我申請

大學補助
乾我屁事 要讀書不會自己去貸款喔

幼兒補助
乾我屁事 生不起不會不要生喔

"
1809,[問卦] 為什麼淘寶的物流速度這麼快?,Gossiping,"小弟買東西大概就是MOMO+蝦皮+淘寶三方比價

大陸有些東西真的超便宜，完全一樣的商品到台灣公司貨起碼貴50%以上

前幾天看上Edifier一顆條狀喇叭，蝦皮商城公司貨賣台幣2090

去淘寶一搜同品牌完全一樣的東西含運只要1100元，週四果斷下定

看物品是從江蘇常州市(大概在上海旁邊)要送到福建廈門轉運倉坐船來台灣

週四晚上買，週六上午就已經上船了，反而卡最久的是在台灣海關的通關程序

如果不算海關通關時間，買中國大陸的東西可能比蝦皮店到店還快

"
1810,Re: [新聞] 德國東部馬德堡汽車衝撞耶誕市集釀2死,Gossiping,"※ 引述《tomhawkreal (阿湯)》之銘言：
: 3.完整新聞標題:
: 德國東部馬德堡汽車衝撞耶誕市集釀2死 警逮1嫌疑人
: 4.完整新聞內文:
: （中央社記者顏若瑾柏林20日專電）德國薩克森-安哈特邦馬德堡市（Magdeburg）今天晚
: 間7時發生一輛汽車衝撞耶誕市集事件，造成2人死亡，至少60人受傷，其中多人傷勢嚴重
: ，警方隨後逮捕一名嫌疑人。
: https://www.cna.com.tw/news/aopl/202412210022.aspx
: 6.備註:
: 來自沙烏地的50歲醫生，已經在德國居住18年，但似乎不喜歡耶誕節
: 在耶誕市集開車衝了400公尺，造成2死60傷
: 當局還在調查犯案動機...

都已經11 死了 什麼2死阿

而且希拉蕊迷迷在 2015年說

川普說這是伊斯蘭入侵是納粹的行為

都是川普的錯

希迷都沒錯

問題是10年後 希拉蕊迷迷就翻臉不認帳了

一個一個躲起來裝做自己沒說過

歐洲伊斯蘭化的幫兇 投給希拉蕊 拜登 賀錦麗

笑死

"
1811,[問卦] Threads上說會亡國的要移民去哪？,Gossiping,"如題

Threads 常常說海峽沒加蓋，叫反對的人滾去中國，既然覺得要亡國了，海峽沒加蓋Thread
s 的民主派可以愛飛去哪飛去哪吧？不用等滅國吧？

"
1812,[問卦] 台灣某些人也太憎恨花蓮了吧?,Gossiping,"

這兩天再網路上看到一堆憎恨花蓮
詛咒花蓮的帖子或是留言

什麼以後都不去花蓮玩,不去花蓮消費
還有不跟花蓮人講話做朋友的
甚至還有詛咒花蓮地震颱風的= =


台灣什麼時候被撕裂成這樣
到底是為什麼要憎恨自己的同胞?

有八卦?

"
1813,Re: [問卦] 年紀大的鄉民失業都如何再找工作,Gossiping,"清潔，餐飲，保全都很缺人阿

特別清潔

公司大樓給個三萬出頭

真不少65歲以上的來做

就不是做身體健康為主的

是真的錢存不夠，只能工作為主



"
1814,[問卦] 湯圓 被桂冠 獨霸 ？？,Gossiping,"這幾年 冬至 好像一定要吃 湯圓？？

而且湯圓市場還 被桂冠 獨霸 ？？

超商，賣場大都一個品版．．
這不會覺得很恐怖嗎？

有沒有八卦?

"
1815,[問卦] jk還沒坐到我朋友旁就離開是為什麼,Gossiping,"是這樣的哪今天我朋友去圖書館
有位jk也要過來看書結果東西都還沒放桌上
人就離開去別的地方
這是為什麼勒
年輕就是不一樣臉盆就是特別可愛
還有櫻桃小嘴
反觀公司那些過期老re
噢噢噢噢噢噢噢呃呃嘔嘔嘔嘔嘔

"
