,標題,分類,內文
688,[問卦] 認真問 八卦板為什麼板主不禁政治新聞？,39330,"為什麼八卦板板主不禁政治新聞

如果是擔心那些反對聲量

建議八卦版應該弄個投票

題目是：是否贊成禁止八卦版貼政治新聞

贊成票>反對票

這樣就能以少數服從多數的理由

讓八卦版修改版規 禁止貼政治新聞

這裡真的是被一堆政治新聞跟回文弄臭

政治就該回政治板吧？

"
689,[新聞] 國民黨羞辱青鳥還嗆「瘋子」！賴清德：人,39330,"

1.媒體來源:
三立


2.記者署名:
記者高逸帆／台北報導
2024/12/21 07:00:00

3.完整新聞標題:
國民黨羞辱青鳥還嗆「瘋子」！賴清德：人民不該被訕笑、不該被譏諷對待


4.完整新聞內文:

https://imgur.com/ngxdwLp.jpg
▲賴清德強調，人民更不應該被訕笑，不該被譏諷對待。（圖／記者鄭孟晃攝影）

經濟民主連合及公民陣線18日至20日都有舉辦公民集結抗議行動，不過民眾日前卻遭國民
黨員人身攻擊，甚至被嗆「像是個瘋子」。對此，總統賴清德今（19）日表示，「人民有
權力監督我們不分政黨的每一個人，人民更不應該被訕笑，不該被譏諷對待。」

民團日前指出，在群眾上台發表意見時，國民黨發言人楊智伃、副發言人鄧凱勛、前青年
團總團長康晉瑜、立委謝龍介姪子謝克洋等人，對群眾「人身羞辱」。包括嘲笑民眾看演
講稿，戲謔性地模仿其因情緒激昂而顫抖的雙手；對於持應援手燈上台短講之群眾，說出
「你越大聲越顯得你像個瘋子」的狂言；此外更多次直言，集會參與者都是為了謀求官職
云云。

賴清德今半夜1時9分透過臉書發文表示，這幾天，在寒風當中，有許許多多的年輕人站出
來，這些年輕人手中的燈，是台灣的民主火炬；年輕人挺身而出，不是為了求職，而是為
了捍衛屬於人民的權利。他強調，「人民有權力監督我們不分政黨的每一個人，人民更不
應該被訕笑，不該被譏諷對待。」

賴清德也說，立法院強行通過《公職人員選舉罷免法》、《憲法訴訟法》與《財政收支劃
分法》部分條文修正草案，未經充分討論、無視民意，不僅剝奪了人民監督的權力，更是
侵害司法獨立；甚至，衝擊攸關每位國民，國家整體資源分配的公平正義。他強調，這是
沒收民主國家權力分立的原則，更是悖離民主國家人民作主的真諦。

賴清德指出，民進黨立法院黨團已經宣布，將針對這三項法案窮盡一切的救濟手段；而行
政院也表示，會依照憲法所賦予的權力，守護自由民主的憲政體制。他說，執政團隊會團
結一心，守護得來不易的民主自由憲政制度。民主的紛爭，要用更大的民主來解決。未來
，希望一起匯聚更大的力量，守護民主台灣。




5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
https://tinyurl.com/3mwvuk8h


6.備註:
o'_'o


"
690,[新聞] 敘利亞新領袖喬拉尼喊話 要求以色列撤離,39330,"1.媒體來源:公視

2.記者署名:游沛駿/編譯 黃瑀喬/編輯

3.完整新聞標題:敘利亞新領袖喬拉尼喊話 要求以色列撤離敘國土

4.完整新聞內文:

敘利亞舊政府垮台後，未來動向受到各界關切。新領袖喬拉尼19日接受路透社專訪，這是
他進入首都大馬士革以來，第一次接受西方媒體訪問。

他表示，比起直接坐上總統大位，程序問題更重要。目前階段，會暫時由過渡委員會處理
日常政務，然後敘利亞將召開國民大會，表決重大事項。

敘利亞新領袖喬拉尼說：「政府結構和憲法的最後決定不該由一個人決定，所以我不能告
訴你，敘利亞必然會是什麼樣，這會很不合理。因為敘利亞有2700萬人，包含有才能、專
業知識的人，還有在乎國家民族的人。」

喬拉尼還表示，以色列應該離開最近佔領的敘利亞國土，因為黎巴嫩真主黨和伊朗支持的
軍事組織，現在已經離開敘利亞，不會再對以色列有任何威脅。

但是中東情勢仍不明朗，以色列又跟和葉門叛軍青年運動發生衝突。青年運動19日瞄準以
色列中部，射出1枚飛彈，以色列在攔截時有一所學校受到爆炸波及，建築物毀損。

以色列也立刻反擊，空襲葉門西部靠近首都沙那的地區，造成9人死亡、3人受傷。當地由
青年運動使用的港口和能源設施，也都受到破壞。以色列國防部長說重話警告對方。

以色列國防部長卡茨說道，「建議葉門青年組織的領袖們看看，要知道、要記得，誰敢舉
起手反對以色列，我們就會切斷他的手；誰空襲我們，我們就加倍奉還。」

葉門青年組織在過去幾個月，時不時會對以色列發動零星攻擊。以哈戰爭目前尚未休兵，
葉門是否會讓以色列另闢戰場，導致中東局勢更加混亂，各方都在密切關注。

5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
https://news.pts.org.tw/article/729870

6.備註:

"
691,[新聞] 代課男師性侵男童拍影片 收押,39330,"自由

代課男師性侵男童拍影片 收押

〔記者王善嬿／嘉義報導〕嘉義縣驚傳某國小謝姓代課男老師於二○二○年至去年任教期間
涉嫌性侵多名未成年男童，還疑似拍攝男童私密處影像，檢警獲報，前天拘提謝男，昨天依
涉犯妨害性自主等罪嫌向法院聲押禁見獲准。

離譜的是，謝男去年七月底離開原學校，到外縣市任教，今年十月惡行曝光，現職學校接獲
通報要求謝男停職接受調查，謝男才自行辭職。

作惡3年轉校 曝光才辭職

檢警調查，廿九歲謝男在原學校利用課後或校外教學機會，在校內外侵犯多名男童，還疑似
拍攝男童私密處影像，因部分被害人已升上國中，今年十月被發現行為異常，經教師詢問了
解，通報揭露謝男惡行。

嘉縣府教育處說，今年十月獲報後調查，發現有多名男童陳述受到謝男類似對待，評估可能
至少五、六人受害，主動報警。

上月檢警專案小組通知多名被害人到案陳述，前天搜索謝男住處並將他拘提到案，昨向法院
聲押禁見獲准。對於被控對男童性交、猥褻犯行，謝男部分承認、部分否認，並否認拍攝男
童私密處影像。

嘉縣府教育處指出，謝男去年七月底離開原學校，到外縣市任教，今年十月謝男犯行被揭露
後，原學校立即通報謝男現職學校，謝男在現職學校通知停職接受調查時，才自行辭職。本
月底將開性別平等教育委員會，最重將謝男列名永不聘用。
https://news.ltn.com.tw/amp/news/life/paper/1683260

又一個變態戀童甲跑去當老師
現在一堆喜歡犯罪的人跑去當老師
好像很正常一樣

"
692,[新聞] 馬英九：兩岸應史無前例大合作 呈現日本,39330,"自由

馬英九：兩岸應史無前例大合作 呈現日本731部隊歷史真相

2024/12/20 22:59

〔記者施曉光／台北報導〕前總統馬英九今日帶領台灣年輕學子在中國參訪「侵華日軍第73
1部隊罪証陳列館」，他在參觀後受訪表示，二次大戰期間日本731部隊所造的孽、起的禍，
令人髮指。他認為兩岸應該合作，讓這段歷史真相呈現出來，「馬英九基金會」願意扮演小
角色，協助兩岸學界共同進行一次史無前例的大合作。

馬英九指出，參觀後他非常感動，想起小時候父母親告訴他的抗戰時期記憶，我們在台灣的
觀念就是面對歷史，應該就事論事，是非分明，面對家屬要將心比心、療傷止痛。

馬英九表示，多數台灣人都沒看過731部隊的惡行逆施，台灣史學界與中國的朋友應該一起
合作，把史實真相一點一滴全部公布出來，讓大家了解當年日本軍閥對世界的迫害，尤其是
對中國所造成的迫害，讓大家都知道，兩岸在過去一段時間曾有合作機會，這次也是一個機
會，可以透過兩岸人民與史學家的合作，讓歷史真實呈現，讓世人了解，因為多數的世人都
不了解日本人除了戰敗，還做過那些滅絕人性的事情。

馬英九強調，透過真相的發掘及傳播，把許多原本大家不了解的史實一點一滴拚湊出來，讓
下一代了解當年發生了什麼事情，這樣的歷史太重要了，絕不能忽略，他要趁著還有精神，
全力去做。

馬英九說，一部分的相關歷史，過去自己多少知道一點，但來參觀後知道得更徹底詳細，了
解到當年日本軍閥實在很壞。

他感嘆，二次大戰期間日本731部隊所造的孽、起的禍，實在令人髮指，如今既然這一代的
歷史學家已經點點滴滴還原歷史，他在參觀展覽後更感覺到兩岸必須合作，把歷史真相呈現
出來，因為歷史能讓人們取得教訓，不犯同樣錯誤，也讓兩岸人民尤其是下一代，有機會了
解史實，讓他們受到足夠的歷史教誨，這也是我們這一代人所應做的責任。

https://reurl.cc/A6jRjK

"
693,Re: [新聞] 找不到人出氣！花蓮「火爆男」竟將情敵胞兄活活打死,39330,"※ 引述《sharkpops (T-Rex)》之銘言：
: 備註請放最後面 違者新聞文章刪除
: 1.媒體來源:
: ※ 例如蘋果日報、自由時報（請參考版規下方的核准媒體名單）
: ※ Yahoo、MSN、LINE等非直接官方新聞連結不被允許
: 自由
: 2.記者署名:
: ※ 若新聞沒有記者名字或編輯名字，請勿張貼，否則會被水桶14天
: ※ 外電至少要有來源或編輯 如:法新社
: 花孟璟／花蓮報導
: 3.完整新聞標題:
: ※ 標題沒有完整寫出來 "
694,[問卦] 33處男又去象山約妹了嗎?,39330,"yoyo ☺

我高雄成午啦

今年33  八卦男

喵哈囉~~~~~~~~~~~~~~~~~~

我是八卦優文王啦！

欸欸

認真問啦

33處男abc520

又跟女生去象山了嗎

有沒有北部板友能去抓猴他

八卦?

"
695,[新聞] 日本2025年元旦新制 快速通關台灣旅客率,39330,"
1.媒體來源:財團法人中央廣播電臺

2.記者署名:撰稿編輯：張雅涵

3.完整新聞標題:日本2025年元旦新制 快速通關台灣旅客率先適用


4.完整新聞內文:

2025日本有許多新制度即將上路，其中「預先清關」政策將能縮減入境手續耗費的時間，
預計明年1月起將以台灣旅客為對象率先實施。圖為日本成田機場資料照。(美聯社/達志
影像)
https://imgur.com/laCT5st

中央社今天（20日）報導，2025年即將到來，日本有許多新制度即將上路，其中與台灣最
息息相關的是計劃即將啟動的「預先清關」（Preclearance）政策，將能縮減外國旅客入
境手續耗費的時間，預計明年1月起將以台灣旅客為對象率先實施。

根據日本政府觀光局（JNTO）12月公布最新數據，11月訪日外國客人數為318萬7,000人，
較去年同期成長30.6%，且1月到11月累計高達3337萬9900人，超過2019年全年的3188萬人
再創新高紀錄。

日本政府今年7月預告，為了進一步帶動訪日旅客數成長，計劃實施「機場入境事先確認
」制度，以縮短外國旅客入境的時間。具體措施為外國旅客在出發機場的候機室，事先申
辦部分入境審查，抵達日本之後僅需經過簡易的確認手續後，就能入境日本。

日本預計2025年1月起，以台灣旅客為對象先採用這項新措施，並視情況在其他國家或地
區擴大實施。

根據日本出入國在留管理廳公布的「預先清關實施概要」，預先清關指的是在日本境外的
出發機場，針對以觀光為目的的旅客，利用等待登機的時間進行事前入境審查，包括臉部
照片拍攝和指紋採集等，藉此大幅縮短抵達日本後的入境審查等待時間，進而更順暢地辦
理入境手續。

「預先清關」今年2月曾在台灣試行，預計2025年1月起正式運作。

台灣旅客目前前往日本時，所有入境審查措施都是在抵達日本海關後才開始，包括核對確
認身分、檢查是否名列「要注意人物」名單、確認入境目的和停留時間、採集並比對指紋
及拍攝臉部照片，最後蓋上入境許可章。

如果實施「預先清關」，除了最後的蓋上入境許可章，前面4項都可以在台灣的機場預先
完成。抵達日本後，只需要再次確認身分，以及確認已經完成預先清關，就可以直接蓋上
入境許可章，大幅減少入境手續耗費的時間。

除了「預先清關」之外，日本羽田機場今年1月開始試點引入可以同時提供護照、臉部照
片、申報資訊等入境審查所需資料的「共同自助服務機」。台灣旅客如果在羽田機場入境
，或許曾被引導至這些機台前提供個人訊息，目的同樣是為了縮短辦理入境手續的時間。
這項機台明年1月起預料將在羽田機場、成田機場和關西機場全面投入使用。



5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
https://www.rti.org.tw/news/view/id/2232170

6.備註:
※ 一個人一天只能張貼一則新聞(以天為單位)，被刪或自刪也算額度內，超貼者水桶，請注意
※ 備註請勿張貼三日內新聞(包含連結、標題等)


"
696,[問卦] 為什麼補助私立大學學費也要拿出來說,39330,"
強者我朋友
很不滿意昨晚發生的事
說出了一句
私立大學學費誰來補？

補助學店也敢理直氣壯說出來是不是怪怪的
有卦？！
"
697,[新聞] 護愛謝克洋「介入立院攻防」？三立女記,39330,"備註請放最後面 違者新聞文章刪除

1.媒體來源:
TVBS

2.記者署名:
伍芸彤

3.完整新聞標題:
護愛謝克洋「介入立院攻防」？三立女記者魏汶萱道歉了：會恪守記者本分

4.完整新聞內文:
護愛謝克洋「介入立院攻防」？三立女記者魏汶萱道歉了：會恪守記者本分
編輯 伍芸彤 報導
發佈時間：2024/12/20 22:17
最後更新時間：2024/12/20 22:17

https://cc.tvbs.com.tw/img/upload/2024/12/20/20241220182120-6ff26ea1.jpg
三立女記者魏汶萱發聲道歉了。（圖／翻攝自民進黨立院黨團Threads）

立法院今（20）日排審《選罷法》、《憲訴法》及《財劃法》等修正草案，朝野爆發激烈
衝突，場外藍委徐巧芯助理、謝龍介姪子謝克洋被抓包，想偷渡油壓剪等工具進入議場，
遭員警盤查阻攔，卻被三立女記者魏汶萱介入制止，幫助謝克洋逃離現場。事後三立電視
火速祭出2小過懲處，主管也連帶申誡處分，稍早魏汶萱也出面道歉了。

魏汶萱在臉書發出聲明，針對今天在立法院發生的事件，虛心接受所有的指教，「對於逾
越採訪部分表示歉意，日後會恪守記者本分，在採訪場合，謹守新聞原則善盡工作義務。
此外對於公司所做的懲處虛心接受並自我檢討。」

https://www.facebook.com/WEcoolheart/posts/602456172332263?ref=embed_post

5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
https://news.tvbs.com.tw/life/2725356

6.備註:
( ￣ c￣)y▂ξ 敢背叛組織？

"
698,[問卦] 通用人工智慧(AGI)是不是快了?,39330,"剛剛看完OPEN AI憋了12天的壓箱寶影片
https://youtu.be/SKBG1sqdyIU

提到已經完成最新的 O3推理模型

寫程式方面輾壓現在開放給大眾用的最強的O1，
而且分數(2727)還比畫面上白衣服那位(2500)跟它們團隊首席科學家高XD
https://i.imgur.com/oV8surS.png

給他做美國數學奧林匹亞測試是96.7分，剩下的3.3分是因為有一題總是會算錯
博士等級的科學問題看起來是沒領先O1太多
https://i.imgur.com/CgnjplM.png

研究型的數學問題，專門給那些資深數學家去探索的，沒發表過的資料
O3達到25.2%，其他類模型只有2%正確率
https://i.imgur.com/AYcARqi.png


不過最驚訝的是請來外部團體測試AGI的分數
ARC-AGI用像這種圖去測試AI是不是有達到人類推理水準

https://i.imgur.com/jr1rU9j.png
這題比較簡單，就是要把缺的地方填上變成完整正方形

https://i.imgur.com/Jl7fhOS.png
這題難一點，要去算各方形內的點跟辨認顏色
然後在相對應的方形外用該顏色跟數量當寬度去把方形框起來



現在的O1給他足夠時間也只能到32%，O3在低計算環境下有75.7%
如果要O3想久一點的話可以到87.5%
重點是跨過85%這個門檻就算相當於有人類的推理能力
https://i.imgur.com/Gx77oLi.png


好奇去找了一下這測驗對人類難度有多少
2024年紐約大學找了1729人測試，正確率落在73.3%-77.2%
但是98.7%的問題至少有一位普羅大眾可以解完


不過O3目前還沒要釋出，OPEN AI還要幫他加上各種安全裝置
在各種安全裝置下能不能達到基本AGI的水準就是大問號了

人類想創造出接近人類但是又不能超過人類的心理真是奇妙

"
699,[問卦] 沒有下雨穿雨衣,39330,"沒有下雨穿雨衣

大家好 我人現在在麥味登吃早餐啦

剛才發生一件很恐怖的事

店內只有我一人

結果門口走進來一個超醜的歐巴桑

醜到無法用言語形容


更詭異的是 明明沒有下雨

他卻穿整套黃色雨衣進門

看起來就像 殺人犯剛把人分屍完那種

非常恐怖

請問 我應該逃走嗎


"
700,[問卦] 蝦米係擱咖大欸民住？,39330,"大家安安

乳題

雖然南韓是民主國家

不過遇到北韓內賊

南韓總統果斷下戒嚴令

但被議會否決了

總統是民主國家權力最高的人

但決定還是會被更大的民主（議會）蛋雕

是這樣嗎？

蝦米係擱咖大欸民住？

"
701,[新聞] 午夜特搜：黃捷發言霸氣開嗆　「國民黨,39330,"備註請放最後面 違者新聞文章刪除

1.媒體來源:
民視新聞網


2.記者署名:

劉品薇

3.完整新聞標題:

午夜特搜：黃捷發言霸氣開嗆　「國民黨沒死透　我們都不會死」

4.完整新聞內文:

國民黨立院黨團今天挾著人數優勢，強行闖關三大爭議法案，其中這個畫面、在網路上引
起了許多討論，當時在主席台國民黨立委陳玉珍一把將黃捷推開，導致黃捷整個人重摔在
地，短短幾秒畫面在網路上傳開後，引發輿論砲轟，譴責陳玉珍的暴力行為。
而黃捷隨後也在社群上發文、分享自己今天在議場的發言片段，當中她提到有關選罷法修
法，她強調自己跟立法院長韓國瑜都經歷過，當時兩人也都從來沒要求加嚴身分證，最後
也都接受高雄市民投票的結果，因此嗆聲沒想到這些國民黨立委、比韓國瑜還沒用，最後
更是霸氣喊出、在國民黨還沒死透之前、我們都不會死！
這片段也立刻在網路上引發大批網友轉發，同時，內政部晚間也針對罷免應該附身分證影
本，特別說明，認為這恐怕會造成有心人士，藉著罷免名義非法蒐集民眾個資，而且也將
嚴重影響民眾參與罷免的意願限制人民行使罷免權。另一方面，國民黨立委除了行使暴力
遭到譴責之外，在朝野攻防過程更因為出言恐嚇、引發砲轟，包括陳玉珍在立法院外時，
一度出言威脅守在議場側門的民進黨助理、說要直接從他們身上踩過去，還說要革命的話
、就要犧牲性命。另外國民黨立委鄭天財，昨天晚間也對民進黨立委說、最好全部都衝進
去議場、他就把議場燒掉，等於是公然揚言縱火，這也讓律師黃帝穎痛批、簡直是目無法
紀、已構成刑法恐嚇罪，最重可處兩年以下有期徒刑。但無論如何國民黨團今天還是挾著
人數優勢強行闖關。


5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:

https://lurl.cc/ExMwkS

6.備註:
前天：不是啦，革命害怕踩草皮嗎？

昨天：重摔在地讓支持者憤怒，嚴厲譴責。

革命是會流血的不知道嗎，

怎麼重摔就要叫了？



"
702,[爆卦] 德國聖誕市集人群 被車高速衝撞 ,39330,"https://reurl.cc/36X530
http://i.imgur.com/XJNR0wv.jpg
http://i.imgur.com/wOYsygy.jpg

德國一個聖誕市集的人群

被一輛車高速闖入衝撞

兇手是一位來自沙烏地阿拉伯的50歲男

傷亡人數還在統計

另車上疑似有爆裂物

備註：

德國獻忠

"
703,[問卦] 今天是禁尻的第一天,39330,"因為小妹我跟德國女生約好了

等到聖誕節過完隔天，她要來我家

我現在禁尻，等到她來我家

我要給她一發大的

"
704,[新聞] 全聯倉儲惡火 認定工地管理疏失  ,39330,"聯合

全聯倉儲惡火 認定工地管理疏失

2024-12-21 00:59 聯合報／ 記者趙容萱、曾健祐、陳秋雲／台中報導全聯

台中全聯倉儲物流中心工地大火釀九死八傷，台中市消防局表示，初步研判起火點在地下室
，因金屬切割火花掉落，點燃地下室用於隔熱的PS保麗龍板，火勢迅速延燒到四樓，濃煙遮
蔽三座安全梯，導致大量傷亡。

台中地檢署派出八組檢察官與法醫相驗九名死者，初判八人因吸入高溫濃煙、全身燒灼傷致
死；一名移工跳樓逃生，因外傷性休克死亡。檢方同步傳喚承造人互益營造、包商與工人共
十九人到案，全案朝過失致死罪偵辦。

職安署副署長萬榮富說，初步認定工地管理有疏失，尤其平行包商共同作業管理未善盡督導
責任，勘驗確認後將開罰。互益營造則表示「不回應」。

https://reurl.cc/Y4Ej8a


"
705,Re: [新聞] 立院三讀3法案　賴清德：民主的紛爭,39330,"民進黨其實應該已經定調了啦
就是行政院不副署硬上

昨天陳時中有去現場也受訪了
說的就是支持不副署
接下來就是說間接民意不守程序
那就讓直接民主來

這跟賴暗示的更大民主不就呼應
看起來DPP就是想帶到倒閣解散國會重選

你們以為他現在明明有更多阻擋手段卻不用
只顧著號召支持者大打悲情牌
一邊顧著喊滅國一邊打假球是為啥？

黑掉藍白抬高自己呀

而且還真別說，搞不好等他們立委重返多數
現在罵的要死的選罷法修正就沿用了呢

反正他們很有把握只要掌握保台話語權
繼續把不支持的都打成中共同路人
內政再爛，分贓再難看，總統也不會丟

現在最大的政治問題是，總統權力根本失衡了
同時掌握行政、司法，然後立法只要不是自己占多數就是中共同路人

我就問，這要怎麼輸？

但看來反正一般人民也大多不在乎
只要自己的黨一直在，權力都在黨是好事呢

就跟Team戒嚴一樣荒謬

"
706,[問卦] 笑死中和高中手語社是在兇什麼啦XD,39330,"早上起來滑threads

看到有人發中和高中手語社的影片

幾個學弟妹圍圈坐中間

旁邊一男一女對著他們咆哮

笑死 不說還以為是國中隔宿露營的瘋狗教官

有沒有中和高中手語社學長學弟制也太嚴重的卦

"
707,Re: [問卦] 劉家昌跟瓊瑤時代的台灣電影有多強,39330,"



     當年瓊瑤小說改編電影
     除了林鳳嬌林青霞秦漢秦祥林之外
     是再也找不到什麼人做男女主角嗎

     到後來是女主角很難找到人嗎
     沒什麼人才能選嗎?

     雲中岳是誰
     現在的人知道嗎?

     應該是發掘素人吧

     瓊瑤還是在五燈獎節目看到呂琇菱
     洽談後才推出的
     之後五六部電影也才算有了固定女主角

     原本演過幾部瓊瑤電影的劉藍溪什麼的
     為什麼無法受到重用
     當不成女主角

     當年的彭雪芬外型也是甜甜的
     沒有洽談一下嗎?


"
708,[問卦] 有人知道什麼叫做更大的民主嗎,39330,"超級好笑欸你的民主就是民主

別人經過程序走的路就不是民主

超級可悲

有人知道什麼是所謂更大的民主嗎

"
709,[問卦] 看了台達電的新聞氣到睡不著,39330,"半夜醒來
看了之前就有聽說但是沒有細看的新聞

看完之後氣到睡不著
中華民國到底有沒有法治了啊？

https://moptt.tw/p/Tech_Job.M.1734626779.A.497

如果文章所述為真
把人關起來
通知警衛不能放人
收起識別證那裏也別想出去

然後在房間裡面長時間關禁閉
不給吃 不給喝
不給休息
連上廁所都要緊緊跟著盯梢

強迫簽文件
確定這不是東南亞某國的詐騙園區嗎？

再加上本月19日，2天前
清大碩士替代役男在台達電
考績被打最爛，
不知道發生了什麼事情
大吼大叫之後墜樓

https://news.ltn.com.tw/amp/news/society/breakingnews/4898633

你各位看了之後能睡的著嗎？
還是只有我氣到睡不著呢？
卦？





"
710,[問卦] 一種常見的昆蟲？,39330,"
欸欸我阿肥喇各位早晨安
凍醒沒


阿肥想到小時候有一種常見的昆蟲

長得有點像蚱蜢
但不是
比蚱蜢蟋蟀小很多
大概2公分而已
灰色的
會一直跳
以前常常看到一大片
現在可能沒有在外面玩所以沒看到惹

那個頭跟身形有點像蚱蜢
但不是
不是蚱蜢蟋蟀螽斯


有人知道阿肥在說啥嗎？
那是什麼蟲？
沒有圖片


討論一下八！


另外常見的昆蟲為什麼有蜘蛛？
http://i.imgur.com/FwlwzWs.jpg

蜘蛛？？




"
711,[新聞] 小三要50萬元才願斷不倫戀 偷腥男憂露餡,39330,"
小三要50萬元才願斷不倫戀 偷腥男憂露餡！搶先向正宮吐實

中時新聞網 尹維源

https://reurl.cc/zp1WYQ

女子小萱與男子阿國（均化名）是夫妻，不料，阿國卻偷腥女子歡歡（化名），去（2023）年底多次在阿國車上親發生親密行為，還去汽車旅館發生性行為，後來阿國提出分手，歡歡卻要求給50萬元才願意。阿國不堪被多次騷擾擔心東窗事發，便向小萱主動坦承實情，小萱憤而提告歡歡求償100萬元。

法院審理，小萱指控，她原本是被蒙在鼓裡，當時是因為歡歡向阿國索討分手補償金50萬元不成，就到阿國任職的公司鬧場，甚至還委託他人打電話訓斥，阿國擔心她遲早會知道，才會主動在今年初坦承實情。

沒想到，歡歡竟然直接登門踏戶，向她表明與阿國確有姦情，當下歡歡雖辯稱並不知阿國是已婚之人，但由阿國與歡歡的對話錄音可知，歡歡多次向阿國表示，「自己是個安靜、知進退且稱職的小三」，顯然早已知悉阿國是有配偶之人。

小萱表示，歡歡與阿國以男女朋友身分交往，進而擁抱、親吻及多次發生性行為，顯已逾越社會一般通念所能容忍之範圍，侵害她關於配偶權之身分法益，並且屬情節重大，導致她精神受有莫大的痛苦。

歡歡辯稱，她並不爭執，確實有侵害小萱配偶權之情事，但實在是因為阿國一開始並未向她坦承是已婚之人，她是後來才知道。而且她目前並沒有工作，因此也無力賠償。

法官認，歡歡知悉阿國已婚後，卻仍與其交往長達近4個月，期間還發生親密關係，因此歡歡所為，顯已動搖小萱與阿國夫妻間忠誠、互信之基礎，足以破壞他們婚姻共同生活之圓滿、安全及幸福，侵害小萱基於配偶關係之身分法益，且情節重大。

法官審酌，小萱主張因歡歡侵害配偶權，導致受有精神上痛苦並就醫治療，有醫院的診斷證明書可供證明，因此小萱主張基於配偶關係之身分法益受侵害，因而受有損害，請求歡歡賠償精神慰撫金，即屬有據。日前依法宣判，小萱得請賠償慰撫金，應以38萬元為妥適。
"
712,[新聞] 青鳥怒吼：推落選運動 懲濫權立委,39330,"
備註請放最後面 違者新聞文章刪除

1.媒體來源:
自由時報

2.記者署名:
記者方瑋立、陳政宇、施曉光、劉宛琳／台北報導

3.完整新聞標題:
青鳥怒吼：推落選運動 懲濫權立委

4.完整新聞內文:

國民黨、民眾黨昨以表決強硬通過「選罷法」、「憲法訴訟法」與「財政收支劃分法」三
大爭議法案，公民團體發起的「冬季青鳥在台北」活動昨晚持續聚集於立法院外，抗議藍
白硬闖惡法。 （記者羅沛德攝）

2024/12/21 05:30

逾二萬人集結立法院濟南路 轟藍白硬闖惡法

國民黨、民眾黨昨在立法院主導強行通過「選罷法」、「憲法訴訟法」與「財政收支劃分
法」三大爭議法案，台灣公民陣線等團體號召「冬季青鳥在台北」行動於立法院濟南路集
結，自上午九時堅守至晚間立院會議結束，參與人數逾二萬人。經濟民主連合智庫召集人
賴中強宣布，下週起青鳥公民將針對藍白粗暴通過惡法，展開全台「濫權立委究責會」，
深入選區推動「落選運動」，並將推派公民代表盼與民進黨團、總統賴清德及行政院長卓
榮泰共商因應對策。

民團籲提釋憲 聲請暫時處分

賴中強表示，下週將拜會民進黨團，呼籲提出憲法訴訟並聲請暫時處分，同時請求大法官
裁示憲法法庭之「審理規則制定權」，也盼賴總統及卓揆與公民代表見面共商行政權對策
。此外，他宣布冬季青鳥下週起將在首站桃園展開「濫權立委究責會」，深入個別立委、
議員選區推動「落選運動」。

賴質疑，國會合議制民主程序已被國民黨團總召傅崐萁摧毀得蕩然無存，蔣萬安、侯友宜
、張善政、盧秀燕等藍營地方首長，是否支持傅封門閉門表決的反民主程序？是否繼續支
持這樣荒謬的人續任黨團總召？藍營政治領袖對此問題已無可迴避。

民進黨團總召柯建銘、立委邱議瑩、王定宇、沈伯洋、王世堅等昨先後從立院康園餐廳車
道步出，直言「需要大家的力量」。在立法院長韓國瑜即將宣布開會前，現場群眾數度與
員警發生肢體衝突，亦有民眾暈倒送醫。

網紅八炯宣講時哽咽表示，他明天就要結婚，現在站在這裡，這幾個月的時間都奉獻給台
灣人，希望大家該做什麼就做什麼、不要退縮。「閩南狼」陳柏源則質疑，傅崐萁上次從
中國回來後，就發起國會改革修法，現在從香港回來後又發起修法，傅是接了誰的指令？
盼大家深思這個問題。

高喊「傅崐萁、韓國瑜下台」

人權工作者李明哲直言，台灣人最大仁慈就是讓國民黨持續留在台灣，不管是日治或國民
黨統治時期，台灣人都沒退縮，也代表國民黨目前的惡霸做法，台灣人同樣不退縮。

冬季青鳥行動昨隨院會延會集結至深夜，主辦單位一度宣布現場人數突破二萬人，除公民
宣講外，也隨著藍白強勢表決，不斷向議場方向高喊「停止表決」、「退回惡法」等口號
，並要求傅崐萁、立法院長韓國瑜下台。

國民黨主席朱立倫昨受訪時指責綠營立委讓台灣民主進入倒退的黑暗期，並強調賴清德總
統如要走暴力路線，讓台灣形成惡性循環，國民黨絕不容許。國民黨立委李彥秀也批評，
民進黨用暴力衝撞掀起朝野對立、仇恨動員，蓄積群眾運動的動能，企圖轉移社會輿論的
焦點，付出的卻是高昂的社會成本與撕裂團結。

國民黨、民眾黨昨以表決強硬通過「選罷法」、「憲法訴訟法」與「財政收支劃分法」三
大爭議法案，公民團體發起的「冬季青鳥在台北」活動昨晚持續聚集於立法院外，抗議藍
白硬闖惡法。 （記者羅沛德攝）

5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
https://news.ltn.com.tw/news/politics/paper/1683277

6.備註:
※ 一個人一天只能張貼一則新聞(以天為單位)，被刪或自刪也算額度內，超貼者水桶，請注意
※ 備註請勿張貼三日內新聞(包含連結、標題等)

"
