,標題,分類,內文
588,Re: [討論] 給你多少薪水會想去南加州工作呢？,4004,"※ 引述《vava5566 (開心)》之銘言：
: 可以去就去吧
: 外派的經驗不是單純薪水可以衡量的 去那邊不同環境有不同感受與衝擊
: 會讓你變成一個跨國性的人才 到時候要跳要幹嘛都很方便
: 也比較不用怕中年失業的問題 跨國人才是每個公司都很需要的
: 國外工作經驗更是如此，之後在台灣甚至找到的外商也可能可以卡到很高的位置
: 台灣本地年薪600~1000萬都有可能把天花板往上墊高
: 不然就是在台灣這樣150~250不上不下的。

給我3萬我就來

看我IP

我在這騎腳踏車

通常要騎1個多小時上下班 35公里

晚上很黑

頭上要插兩根強力手電筒

現在美西這裡是12點正

我在回文 因為我在辦公室

趁大家回家後在這洗澡

為何要晚上做事？

因為睡朋友的露營車裏

離高速高路很近 很吵 晚上睡不著

所以晚上溜進辦公室做事

還可以看中職 爪爪!!!!!!!

白天公司有睡覺小隔間

我通常就鑽進去補眠

一般都從中午吃完飯後睡到5.6點

但是美國精神體驗無價

每當我回台灣入境

行李箱吊牌上掛著美國的標示

搭機捷旁邊旅客都是去日本 泰國那種

一種自豪感就油然而生

在機捷買票時

站我後面是正妹

我拿出我的錢包

假裝找錢

然後

轉頭露出我金城武般的笑容

露出我錢包裡的一堆一塊美金

用一種ABC的腔調

跟後面的正妹說

""小姐 不好意思 我從美國回來 沒台幣 可以give me a hand嗎""

這種自信 又帶點加州陽光的氣質

不是你留在台灣可以體會的







"
589,Re: [新聞] 力積電不出錢 只出人跟技術 「Fab IP 合,4004,"※ 引述《jeff0025 (無法顯示人物名稱)》之銘言：
: 力積電不出錢 只出人跟技術 「Fab IP 合作計畫」六國感興趣、有三條件前提
: 2024/10/24 09:20:36
: 經濟日報 記者王郁倫/台北即時報導
: 力積電（6770）董事長黃崇仁今年宣布的「Fab IP合作計畫」有3條件前提，後續越南等
: 曾表達興趣的6國是否出現新合作案，也將取決於這些條件是否完備。
: 力積電在與日本SBI集團合作告吹，但與印度塔塔集團合作順利進行，兩案意外揭露力積
: 電「不拿錢出來投資、不負責晶圓廠長期營運成敗、對方有足夠條件接手營運」等條件。
: 力積電今年3月宣布轉型增加新業務模式「Fab IP計畫」，內部成立「製造 IP 技轉部門
: 」透過此波全球瘋半導體熱潮，將手中晶圓廠建廠技術轉移給有興趣的合作方，黃崇仁年
: 初曾透露日本、越南、泰國、印度、沙烏地阿拉伯、法國、波蘭、立陶宛8國表達興趣。
: 如今日本合作破局，印度合作案已經開工持續推進，剩餘6國能否再出現新合作案，將取
: 決上述3條件是否促成。
: 黃崇仁22日召開季度法說會，慎重其事的花三分之一時間說明跟SBI集團合作失敗原因，
: 也闡述看好印度半導體發展決心，歸納黃崇仁說法，力積電是否有新合作案將取決3條件
: 。
: 一、不出錢 只出技術跟人協助建廠
: 黃崇仁指出，「力積電在Fab IP計畫中是面對合作夥伴，由合作夥伴面對政府談補貼」，
: 力積電不投錢也不參與晶圓廠開工後的營運，只協助當地夥伴完成設計跟建廠工程後，技
: 轉給合作夥伴並協助人才培訓。
: 「你要建廠，我技術教你，我讓你可以開始營運」他強調該模式在日本跟印度都一樣，但
: 今年2月，力積電才發現日本夥伴SBI有訊息落差：日本產經省要求力積電需跟SBI、JSMC
: （力積電協助SBI設立晶圓代工廠）三方擔任共同申請人，意味將有行政契約責任，需負
: 責承擔10年營運成敗，連同建廠5年等同15年跨度的保證，公卿變事主。
: 力積電副總譚仲民也強調，目前力積電也派很多同仁到印度協助建廠設計，本來心態也是
: 日本合作案優先，同仁也對去日本工作有濃厚情感，「很多國家都對半導體廠有興趣，是
: 以為我們要去投資，但我們不是要去投資的，你要做我可以幫你，然後拿錢。」
: 他解釋，日本SBI要求力積電拿到技轉錢後，能否抽出一部份買回JSMC股份，力積電表示
: 會評估，但需要看到SBI的營運計畫書，但一年都沒看到。
: 二、不負責晶圓廠營運 若持股也只是小股
: 2.譚仲民表示，IP技轉就是拿錢，力積電若投資SBI也是小股份，力積電也不想持有TATA
: 集團印度半導體公司股份，力積電從頭到尾都講相同的條件。黃崇仁表示，期望透過3D
: AI Foundry跟Fab IP兩大新事業收入支撐晶圓廠運作，該兩部分2025年都將開始挹注營收
: ，其中印度案階段性收費，而3D AI Foundry業務中的高容值中介層(Interposer)製造現
: 在也已有小量收入。
: 三、合作方有足夠條件接手營運
: 國家政府態度，當地產業條件及合作方規模實力，都將影響力積電技轉是否成功關鍵。
: 力積電表示，「SBI是一個財務公司，也沒有成績（應指半導體經驗）」，使得日本政府
: 擔心長期量產能力，轉要求力積電擔保。黃崇仁表示，雖然台積電在日本做得不錯，但實
: 際上當地整體IC設計產業環境不是那麼成熟，由於營運成本高，12吋晶圓廠沒有5萬片是
: 沒有辦法達經濟規模獲利。日本通膨嚴重，建廠成本「嚇死人」（是台灣建廠4倍經費）
: ，SBI也欠缺財務計畫。
: 黃崇仁表示，TATA是印度最大電子公司，夠大又有錢，在印度有5萬人，政府補助7成，其
: 實是印度政府提供設備，TATA只負責建廠，故根本不需要力積電投資，
: 更重要是，印度工程師散布全世界，現在印度要建廠，印度政府找全世界的印度技術人員
: 回去幫忙，包括曾在英特爾工作的人，也找來台積電的印度人，只要廠蓋好，就能接手營
: 運。
: 「世界很多很多國家都跑來跟我講要做半導體，我算過，現在沒辦法，印度（案）是印度
: 政府的決心。」黃崇仁指出，現在半導體只有中國大陸政府大力補助讓當地去做，但也供
: 過於求，未來會有一些問題。
: 由於力積電表示邏輯代工、記憶體代工、3D AI Foundry 與FAB IP 是公司未來四大營運
: 主軸，後者除印度有200億元技轉收入外，還有沒有其他國家合作案備受關注，對此力積
: 電並未透露，強調需要看個別條件而定。而從上述3條件來說，由於需國家級政策支持，
: 促成技轉門檻並不低。
: https://reurl.cc/kyK4kq

幹，黃董這招厲害，知道台灣人已經不吃他的大餅了

現在轉向全世界賣他的大餅，剛好也搭上台灣是半導體強國的熱潮

我看黃董這次可以賺一波大的喔，那麼力積電的股票可以期待嗎？

但又很怕買了又吃到黃董的大餅，真的很微妙


"
590,Re: [討論] 給你多少薪水會想去南加州工作呢？,4004,"※ 引述《peter98 (PyTorch AI套件爛死惹)》之銘言：
: 自回一下~ 某d真的欠打臉~ 來幫e撐個場
: 先幫d自介，此人威武不凡，說他是台灣Google公司的高層都不為過(SVP level)，
: 畢竟他在2023裁員潮之時，號稱早已知曉G要裁員，
: 而且裁員時間是2月份，某d說裁員名單在2022年的5-6月份早已底定。
: 廢話結束。



基本上唬爛98的文可以直接無視
想當笑話看也行

直接去私訊在美國的學長
或在linkedin上跟在美國科技業的台灣人connect比較快

唬爛98只會無腦吹美國跟CS
貶低IC跟電機
說天花板高 存得比在台灣多 生活比台灣精彩

唬爛98在台灣念妹子多的大學但還是當邊緣人魯到畢業
千辛萬苦在美國苟到了身分
快40才賺到美國新人碩去大廠的年薪
也沒有多WLB
說天花板高也沒說服力
在美國根本沒人屌他
只好整天泡在ptt秀優越感
戰學歷戰薪水戰英文
殊不知同齡人留在竹科發展的
加上房地產漲幅 資產不知道已經屌打唬爛98多少了
最後只能開大招跳針把美國賺的跟台灣比
這麼愛比就跟美國當地同圈子同年齡的比好嗎
不然就是外勞比法啊笑死

在台灣年薪150萬已經是中位數三倍
單身很舒服了
職涯規劃跟很多東西一樣
要問就問在美國跟台灣混得好的前輩
而不是快40了 自卑轉自大
只會在ptt上嗆台灣人英文爛戰學歷的沒料仔

https://i.imgur.com/yKVS37k.jpeg
https://i.imgur.com/Bgxlp6G.jpeg
https://i.imgur.com/eeL0CgH.jpeg
https://i.imgur.com/cPDPMj6.jpeg
https://i.imgur.com/vSJVIJG.jpeg

"
591,[討論] 除了內科，還有哪些適合科技業的辦公地點,4004,"各位科技業同仁好
敝公司正在評估辦公室搬遷事宜
內科的發展雖然成熟，但租金高漲、交通擁擠的問題也越來越嚴重
希望能找到一個更具發展潛力、交通也便利的區域

考量到公司業務性質，目前考慮南港和汐止：

* 南港軟體園區

優點： 產業聚落成熟、未來五鐵共構加上轉運站即將2025落成，交通便利（捷運板南線
、松山線）、周邊生活機能佳
缺點： 租金相對高昂、競爭激烈、停車不易，幾乎大財團掌握土地資源，只租不賣，（
冠德租金對外已經喊到上看3500/坪）

* 汐止科學園區
優點： 價格便宜，租金較南港親民、廠辦大樓多、部分區域交通便利
缺點： 產業聚落不如南港成熟、生活機能弱、部分區域交通較為壅塞、未來沒有新的發
展動能

以上兩個區域希望能聽聽各位版友的看法
以及是否還有其他適合科技業的辦公地點？

希望能多聽聽科技業從業人員的意見，做出最適合公司的選擇，謝謝各位

"
592,[討論] 台灣有哪些不是外皮台骨的外商,4004,"如題

台灣外商其實蠻多家的

但只要講到固定幾家大家就會說這家是假外商

那有哪些是真外商

FAANG算真外商吧

有沒有內行人解惑一下

"
593,[新聞] Synaptics 成立新竹辦公室，藉台灣供應,4004,"Synaptics 成立新竹辦公室，藉台灣供應鏈搶 AIoT AI 市場領頭羊

https://technews.tw/2024/10/24/synaptics-opens-hsinchu-office/

AIoT 廠商 Synaptics 23 日舉行台灣新竹辦公室開幕典禮，Synaptics 總裁兼執行長
 Michael Hurlston 表示，Synaptics 全球 2,000 多位員工，台灣達 400 位，一方面顯
示台灣科技產業扮演的重要角色，另一方面也宣示 Synaptics 深耕台灣且佈局邊緣 AI
的決心。藉由與台灣供應鏈廠商的合作，Hurlston 期許 Synaptics 邁入下一階段，能成
為物聯網（IoT）與邊緣運算 AI 領域的領導者。

Michael Hurlston 指出，Synaptics 從 1986 年成立以來，歷經個人電腦（PC）、行動
裝置、物聯網等時代。而 Synaptics 提供的觸控解決方案也在這些過程中，提供了客戶
最佳的產品體驗。如今，在過去的基礎上，進入了入了 AI 時代的第四階段之後，
Synaptics 將在分散式運算方面的進行投資，尤其是在邊緣運算尚提供 AI 執行能力。

Hurlston 強調，當前已輝達為首的雲端運算 AI 投資驚人，並非所有人都能負擔。因此
，Synaptics 的競爭優勢是透過解決方案，使人工智慧模型可直接裝置運行。除了效能達
 10~20TOPS 卓越表現，還有節能效果。Synaptics 能夠提供具有成本效益的解決方案，
也就是每個晶片約 5~7 美元低廉價格，讓客戶物聯網產品更具市場吸引力。

Hurlston 指出，Synaptics 的目標是提供市場性價比最高的邊緣 AI 解決方案，同時也
是第一家推出能模組和邊緣裝置直接運行機器學習模組產品的公司，未來能在邊緣 AI 市
場當領頭羊。

台灣新竹辦公室開幕，Hurlston 進一步強調，台灣在 Synaptics 全球戰略是最關鍵的一
部分，原因不僅銷售產品給台灣客戶，更重要的是與台灣供應商和合作夥伴，包括台積電
、聯電、日月光和正基科技等都有緊密的持續合作。因此，新開幕的新竹辦公室，將與原
本的汐止辦公室搭配，在包括研發、銷售、營運等部分發揮最大效益，並爭取市場商機。

而針對 Synaptics 未來的展望，Hurlston 進一步表示，雖然有半導體同業對 2025 年的
市況提出破具挑戰的看法。但就 Synaptics 來說，因為橫跨 PC、無線網路、汽車產業和
 AI 晶片等市場，所以會較其他同業看法來的樂觀。且 Synapses 也積極佈局無線網路市
場，透過延攬博通無線網路團隊後，強化台灣研發能量，希望接下來 Wi-Fi 7 應用爆發
期，Synaptics 取得更大市佔率。

最後，Hurlston 最後強調，Synapses 全力發展邊緣 AI 晶片市場。且研發重心就在台灣
。先前，Synapses 進一步開發出的人體偵測 (human appearance detection) 功能，就
是由台灣的研發團隊主導。預計，這項技術在 AIoT 市場有廣泛的應用，包括智慧家庭、
智慧零售和智慧安防等兩育的情況下，將會為 Synapses 接下來的發展提供助益。

"
594,Re: [討論] 台灣有哪些不是外皮台骨的外商,4004,"中和遠東園區一堆外商
每一家都是假外商

名氣最大的是
supermicro和 Arista Network

其他的
像Bios Vendor在內湖汐止
如AMI 鳳凰 Insyde
薪水也是比電子五哥還爛

很多時候，你回顧完這些外商後

你會覺得代工五哥還是不錯的


"
595,[新聞] 前科男尾隨26歲女CEO！闖入家中性侵 用磚,4004,"
作者: g01794827 (利亞) 看板: Gossiping
標題: [新聞] 前科男尾隨26歲女CEO！闖入家中性侵 用磚
時間: Tue Oct 22 16:06:25 2024


1.媒體來源:
TVBS

2.記者署名:
編輯 廖國安 報導

3.完整新聞標題:
前科男尾隨26歲女CEO！闖入家中性侵　用磚頭重擊殺害

4.完整新聞內文:
美國一名亞利桑那州圖森市出身的科技女CEO拉佩爾（Pava LaPere），2023年9月在自家
公寓遭到性侵並被殺害，得年26歲。然而，兇手比林斯利（Jason Billingsley）明明有
多項前科，卻因在獄中表現良好而提前獲釋，最終釀成這起悲劇，引發社會譁然。



綜合《鏡報》等外媒報導，拉佩爾曾就讀馬里蘭州巴爾的摩的約翰霍普金斯大學，2018年
與人共同創辦科技新創公司，運用AI技術協助企業尋求成長機會。2023年，年僅26歲的她
入選《富比士》（Forbes）「30歲以下30大傑出人物」榜單，在社會影響力類別獲得肯定
。拉佩爾不僅事業有成，也致力於在她所愛的城市中推動改革。


《鏡報》指出，2023年9月22日週五晚間，拉佩爾參加完一場慶祝巴爾的摩藝術界的節慶
後，返回住處公寓即遭到性侵殺害。週日晚上，她沒有像往常一樣打電話給父母，讓父母
感到擔心。接著週一早上，同僚告知她的父母，拉佩爾沒有出現在公司，讓兩人驚覺不對
勁，隨即向警方報案。



警方趕到拉佩爾的公寓大樓，並在頂樓發現她衣衫不整的遺體。判定她遭到性侵，而死因
則是遭勒頸和鈍器重擊致死。在她紅色鞋子旁邊，發現一塊沾有她DNA的磚頭。


警方調閱監視器發現，拉佩爾離開藝術節後撞見比林斯利，接著比林斯利一路尾隨她。當
晚約22點30分，拉佩爾進入住處公寓大樓，該名男子隔著玻璃向她揮手，佯裝忘記帶鑰匙
無法進入。拉佩爾好心幫他開門，兩人一同搭乘電梯時還有交談。但不到一小時後，監視
器拍到這名男子走下樓梯，一邊用短褲擦拭雙手，一邊迅速離開大樓。


警方調查發現，兇手比林斯利有多項犯罪紀錄，最早可追溯至2009年，包括性侵和持械搶
劫等罪名。就在拉佩爾遇害前6天，比林利曾在她住處附近約一英里（約1.6公里）外另一
棟公寓犯下闖入民宅案。他佯裝是維修人員進入公寓，綑綁、性侵、縱火燒受害者，還好
無人死亡。但當地警方就算已鎖定比林斯利為嫌犯，卻沒有對外發布通緝警惕民眾。《鏡
報》指出，若有對外示警，拉佩爾或許就能提高警覺，不會讓歹徒進入公寓大樓。

《鏡報》指出，比林斯利曾因意圖性侵入獄服刑。他原被判處30年徒刑，緩刑16年，本該
要服刑14年，卻在去年提早5年獲釋。原來，馬里蘭州的「減刑」（diminution credit）
制度，讓在獄中表現良好的囚犯，只要參加教育課程等，就能大幅減少刑期。


經警方追捕，比林斯利終於在9月27日於一處火車站落網，被控謀殺、攻擊和使用磚塊作
為危險武器等罪名。他還被控2項意圖謀殺罪。檢方指出，比林斯利根本不應該因為在獄
中「表現良好」就被釋放。警方也應該在第一起闖入民宅案後，就向公眾示警，展開全城
追捕。


2024年8月，在開庭審理前，現年33歲的比林斯利改口認罪。在法庭上發言時說：「我願
意為自己的行為負起全部責任。」「我非常懊悔。我由衷地、深切地道歉。」比林斯利最
終被判處3個無期徒刑。


事後，拉佩爾的父母在哀痛中表示，刑事司法系統和社會都需要改善。並在兩人極力遊說
下，成功讓馬里蘭州通過一項法案，終止對觸犯一級性侵罪的囚犯給予良好表現減刑，這
項法案被命名為「帕瓦．瑪麗．拉佩爾法案」（Pava Marie LaPere Act）。他們希望美
國其他州也能效法，同時，為拉佩爾留下的精神遺產感到無比驕傲。

5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
https://news.tvbs.com.tw/world/2659383?

6.備註:
乾你娘 優秀的社會頂端被廢物殺死
 RIP.......

"
596,[討論] 為什麼EDA公司沒有跟著疫情紅利大爆發?,4004,"如題，

全球科技業在2021上半年以來開始慢慢爆發，

尤其2021的Q2到2022的Q2，薪資漲得不要不要的，

台灣的IC相關產業也是賺得滿缽滿盆，

一線IC設計廠加入5年後的人幾乎是300萬保底(當然不滿5年的人也有機會)，

除了IC設計以外，IC製造也是賺很多，比如台積電工廠工程師人人175萬起跳，

然而，IC相關產業中的EDA，

在疫情之前也算是佼佼者，比如S家，幾乎是7點前就下班，

扣除入職前三年，之後的薪水穩穩150-200萬都是囊中之物，

然而疫情之後，其薪資的漲幅跟其他公司比起來卻是望塵莫及，

當然，EDA =\= IC製造 =\= IC設計，

但畢竟都是IC相關，為什麼獨獨EDA這個領域沒有超級爆發性的成長?

點解?

"
597,[新聞] 隨著台積設廠腳步 ASML在台招募500人,4004,"https://www.chinatimes.com/newspapers/20241024000231-260202?chdtv

隨著台積設廠腳步 ASML在台招募500人

04:10 2024/10/24 工商時報 劉朱松 、台中

隨著台積電設廠腳步，台灣艾司摩爾（ASML）今年將招募500人，至年底台灣艾司摩爾員
工總數將達4,600人，主要招募人力包括研發、供應鏈管理，及林口與台南等二座智慧工
廠所需人力。因應進行中的林口廠擴建案，未來還會有增加人力的需求。

台灣艾司摩爾人才招募經理尹馨23日出席中興大學「興學塾企業導師」活動時表示，目前
艾司摩爾在台灣有林口、新竹、台中、台南、高雄等五個據點。台積電要在高雄設廠，艾
司摩爾先由台南廠員工支援協助，之後再設高雄辦公室；至於台積電將在嘉義太保設立二
座先進封裝廠，艾司摩爾可先由旗下台南據點就近協助供貨，之後再決定要不要在當地設
立營運據點。

艾司摩爾深耕台灣多年，設有多個客戶支援辦公室，包括深紫外光（DUV）與極紫外光（
EUV）訓練中心，及二個生產製造基地。尹馨透露，艾司摩爾會協助解決客戶在設備使用
上的技術問題，也會將公司的新機台，先放在客戶端使用，或是協助客戶的現有機台，進
行升級。

尤其，艾司摩爾位於林口、台南的兩座智慧工廠，也有負責機台組裝或機台內部的模組製
造；另研發方面，艾司摩爾也配合半導體廠，進行機台的優化。

總部在荷蘭的艾司摩爾，全球員工總數逾4.2萬人，其中亞洲有9,000多人，台灣員工數占
亞洲員工的一半，凸顯台灣是艾司摩爾的重要據點。

#林口 #員工 #機台 #台灣艾司摩爾 #台南

"
598,[新聞]強陣風發威 台積電竹南騎士被吹歪,4004,"強陣風發威！台積電竹南騎士被吹歪　「慘撞分隔島」翻滾摔
記者 蕭沁梅 報導
發佈時間：2024/10/24 16:04
最後更新時間：2024/10/24 16:04
小 中 大
騎士不敵強風，直接被吹去撞分隔島。（圖／翻攝自Threads）
騎士不敵強風，直接被吹去撞分隔島。（圖／翻攝自Threads）
潭美颱風外圍環流與東北季風產生共伴效應，台灣多地迎來狂風降雨，而中央氣象署今日
也發布陸上強風特報，今明兩日新竹以北將有9至11級強陣風。對此，有民眾目擊到台積
電竹南廠附近一名騎士，疑似不敵強風，直接被硬生生「吹去撞分隔島」，造成騎士摔倒
後還翻滾一圈，影片曝光後立刻引發熱議，讓不少網友直呼「好大的風阿！」

一名網友在社群平台Threads上發布一則影片，從畫面中可以看到，該地點位在台積電竹
南廠附近，一名男子騎車騎到一半時，由於風實在太強，竟直接被硬生生吹歪到旁邊，最
終撞上分隔島摔跤後在地上翻滾了一圈。不僅如此，當時正在一旁停等紅燈的其他騎士也
受強風影響，遲遲無法站穩，可見風力相當強勁。


 

騎士自撞後倒地。（圖／翻攝自Threads）
騎士自撞後倒地。（圖／翻攝自Threads）

影片曝光後，也掀起大批網友熱烈討論，表示「風大的時候，過路口記得減速」、「真的
會這樣...這風不能騎車」、「新竹日常風力」、「竹南的風很強」、「昨天這條路應該
蠻多人受傷的」、「好大的風阿」、「真的大到超危險」。

此外，苗栗縣議員曾玟學昨（23）日也在臉書發文，表示昨日的風真的非常大，一早就不
斷收到災情回報，許多路樹跟招牌都被吹倒，甚至連服務處的玻璃門都被吹爆，並提醒民
眾出門務必注意安全，若有看到任何倒塌或需要協助處理的部分，也可私訊協助通報。
https://news.tvbs.com.tw/local/2662352
"
599,[新聞] 台積電亞利桑那州晶片產量超越台灣同類,4004,"傳台積電亞利桑那州晶片產量超越台灣同類晶圓廠

https://news.cnyes.com/news/id/5752265

《彭博社》週四 (24 日) 報導，晶圓代工龍頭台積電在美國亞利桑那州的第一座晶圓廠早
期產量超過台灣同類晶圓廠，為其美國擴張項目的重大突破。

消息人士透露，台積電亞利桑那州子公司執行長暨總經理的凱希迪 (Rick Cassidy) 於週三
網路研討會上稱，台積電美國鳳凰城工廠生產的可用晶片比例較台灣同類工廠高出約 4 個
百分點。

台積電 (TSM-US) 在美國建廠曾接連遭遇挑戰，之前有美國亞利桑那州工人指責台積電，帶
來很多海外人士，降低當地薪資，導致美國廠職缺招聘困難，建廠業務延誤。

為了趕進度，台積電去年派最多 500 名台灣技工爭取赴美簽證，協助亞利桑那州廠的興建
、訓練事宜，如今，美國亞利桑那州的第一間工廠早期產量超過台灣同類晶圓廠，這為台積
電帶來好消息。

台積電發言人週四拒絕直接就凱希迪消息發表評論，並提到台積電董事長暨總裁魏哲家上週
法說會言論。

魏哲家當時表示：美國亞利桑那州第一座晶圓廠 N4 製程 4 月開始試產，且成果非常令人
滿意，具備非常好的良率，預期 2025 年初開始量產，並計畫第二座和第三座晶圓廠將基於
客戶需求採用更先進的製程技術。

魏哲家稱：「這對於台積電和我們的客戶來說是一個重要的營運里程碑，展示了台積電強大
的製造能力和執行力。」

拜登政府 4 月宣布，根據《晶片與科學法》，將向台積電提供高達 66 億美元的贈款，旨
在將一些最尖端的半導體技術引入美國，用於在美國亞利桑那州建造三座晶圓廠。台積電預
計在亞利桑那州的總投資金額將超過 650 億美元，

台積電 ADR (TSM-US) 週四下跌 1.46% 至每股 197.93 美元，今年迄今漲幅達 94.95%。

"
600,[新聞] 台積明年5奈米以下報價傳再漲　2奈米飆上,4004,"

台積明年5奈米以下報價傳再漲　2奈米飆上3萬美元

陳玉娟／新竹 2024/10/25 03:00


據晶片業者表示，台積電為降低海外廠高營運成本及2奈米部署成本所帶來的毛利率折損

衝擊，近期已向多家客戶釋出2025年代工報價。



據了解，台積電按客戶、產品與產能規模不同，5/4/3奈米製程漲勢超乎先前所預估的4%

上下，而將在2025年第4季正式放量的2奈米寶山廠，月產能達3萬片，代工報價也已出爐

。



台積電2024年前3季業績表現炸裂，毛利率54.9%，與2023年同期持平，稅後淨利高達
7,985.9億元，其中，第3季大賺3,252.6億元，單季獲利首度突破 3,000億元大關，毛利
率衝上57.8%，大單與急單不斷湧入。




尤其是NVIDIA的「超級急件」（Super Hot Runs；SHR）加價投片下單貢獻不小，第4季預
估毛利率高標將達59%，出乎市場預期，也讓客戶、供應鏈相當驚嘆，其大漲客戶、下殺

供應鏈採購價的策略，致使毛利率高於不少客戶已略有爭議。




對此，魏哲家則強調，台積電一直是客戶至上，不會任意漲價，毛利率高於客戶的說法並

不公平，台積電是重資產公司，會需要維持毛利率生存，因此會維持此標準去議價。




展望2025年，雖然3奈米對於毛利的稀釋會愈來愈少，但海外廠會稀釋2~3%毛利率，另也

會再移轉部分5奈米產能至3奈米，也有2奈米的部署成本，而電費於10月調漲14%，全年總

共提高了25%，預計會影響1%毛利率。整體而言，2025年毛利率會受到以上影響，但產能

利用率會維持高檔，抵銷部分負面影響。





然據晶片業者透露，隨著先進製程與先進封裝技術持續推進，如2奈米部署成本也開始帶
來毛利率折損衝擊，加上通膨壓力與海外建廠成本高昂等因素，台積電近期已向多家客戶
釋出2025年代工報價，5/4/3奈米製程再度調漲，漲勢超乎大家所預估的4%上下，最高衝
上10%，按客戶、產品與產能規模與等級有所不同。





包括AI在內的HPC產品相關客戶訂單，漲幅約達8~10%，而手機通訊客戶則是6%上下，由於

台積電在5奈米以下擁有幾乎獨佔地位，轉往投片三星電子（Samsung Electronics）、英

特爾（Intel）恐有製程落後、良率低落等巨大風險，且台積電5/4/3奈米產能滿載，爭產

能都來不及，眾廠現無其他更佳選擇，加上AI、HPC需求強勁，懼怕錯過AI列車的恐慌效

應籠罩下，因此只能含淚接受。





晶片業者進一步指出，台積電持續調漲代工報價，轉嫁給客戶難度不小，主要是PC、手機

市況需求回升緩慢，2025年也不見得有V型復甦，漲價恐適得其反又壓抑了買氣，能將漲

價成本轉嫁給客戶，目前來看也只有NVIDIA等AI晶片業者才有實力議價。




此外， 2024年獲利創高的台積電有此底氣再漲，最重要還是如魏哲家所言，台積電並無
競爭對手。台積電先進製程技術保持絕對領先，唯二對手三星、英特爾幾年內都難以威脅
撼動。




值得注意的是，魏哲家信心表示，2奈米製程需求表現是前所未見的龐大，目前規劃為2奈

米準備的產能比3奈米還多，預計2025年開始量產，同時CoWoS先進封裝的需求遠超過供給

，2024、2025年產能皆將翻倍。





晶片業者就表示，台積電已陸續向客戶確認2奈米產品藍圖，代工報價衝上3萬美元以上，
由於無法轉單三星、英特爾，因此也只能照台積電時程開始釋出訂單，此也是台積電能充
分掌握2奈米產能規模關鍵所在。




另據半導體設備業者表示，台積電2奈米進度優於預期，最遲2025年第4季量產的寶山F20
廠，月產能約3萬片，加上2026年首季量產，月產能也達3萬片的高雄F22廠，也就是半年
後2奈米合計月產能即達6萬片，2027年起月產能合計將衝上12萬片，較2022年第4季量產
的3奈米，產能拉升速度更快。





竹科寶山、高雄廠，再加上位於美國亞利桑那州的F21廠，導入2奈米的P2廠將於2026年第

4季進機、2028年加入量產行列，代工報價飆上3萬美元的2奈米製程，美廠報價更高下，2

奈米將推升台積電未來數年營收登頂。




https://reurl.cc/7dxVNN

"
601,[新聞]Arm 市場主導性動搖！蘋果、高通開發客製,4004,"Arm 市場主導性動搖！蘋果、高通開發客製化晶片，聯發科續擁抱 Cortex

https://technews.tw/2024/10/25/qualcomm-arm-mediatek-cortex/

Arm 長久以來一直是行動晶片的主要架構，其 Cortex 幾乎在各種手機或平板中運作，但
隨著蘋果和高通開發客製化矽設計，Arm 的市場霸主地位已經開始動搖。

蘋果 M3 晶片已擺脫傳統的授權模式，開發專屬設計，並計劃在 Mac 產品線中加入下一
代 M4 晶片；高通則透過收購 Nuvia，開始推出客製化晶片 Oryon CPU，主要針對先進
 AI 和機器學習等裝置。

外媒 The Register 報導，標準 Armv9 核心面臨客製化矽晶片解決方案的競爭，挑戰
 Arm 在高階行動晶片市場的地位，不過聯發科天璣 9400 晶片將繼續採用 Armv9 架構，
意味 Arm 的 Cortex-X4 和 A720 核心仍有競爭力。至於蘋果 M5 晶片也在開發中，進一
步著重於 AI 與機器學習功能，不過蘋果尚未透露下一代技術的細節。

Arm 是以指令集架構（ISA）提供龐大的生態系統，蘋果則不同，後者採用經典的
 iEverything 方法，同時控制硬體與軟體生態系統。

高通 2021 年收購 Nuvia，目標是開發客製化 Snapdragon 處理器，減少對 Arm ISA 的
依賴。高通 Snapdragon X Elite 內的 Oryon CPU 核心就是收購 Nuvia 的成果。據報導
，該晶片最初稱為「Phoenix」，後來改名「Oryon」，核心以 Arm v8.7-A ISA 為基礎，
與 Nuvia 整合至高通之前的設計相似。雖然 Arm ISA 仍是一個元件，但這些核心體現了
客製化設計，高通也打算將其做為一部分策略，做為與蘋果 M 系列、筆電晶片與英特爾
和 AMD 競爭。

無論如何，Arm ISA 仍是高通目前晶片的基礎，但可預期的是，目前競爭正加劇，聯發科
最近推出天璣 9400，採用台積 3 奈米製程，相當依賴標準 Arm 的 Cortex-X4 與 A720
核心，可處理旗艦機所有需求，包括 AI 與機器學習任務。

"
