,標題,分類,內文
2529,[情報] 全聯 小時達+分批取 優惠整理,Lifeismoney,"現在真的越來越熱了
走在路上真的沒有幾分鐘就開始流汗，
那個味道那個味道zer一下就上來了，體香劑用量明顯上升
工作那是沒辦法，不得不去
但買東西就不一樣啦，三餐靠熊貓跟UE之外還有全聯小時達
整理了一下優惠給大家

@小時達@
1.時間：7/12-7/17
優惠內容：
滿1000元送1000全聯點數，上限2000點，就是每人2次換算成現金為200元

2.時間：7/12-8/8
優惠內容：
只要是明治的商品不管糖果還是冰棒，滿299元送300全聯點數
我是建議買冰淇淋啦，天氣熱就是要吃冰而且只有小時達有，送來速度算快

3.時間：7/12-7/25
優惠內容：
買善存跟生鮮產品，滿699元送700點

4.時間：7/12-8/8
優惠內容：
這個算抽獎>小時達分批取單筆滿500元抽巴黎來回直飛機票、50,000全聯點數等等
門檻很低隨便買就可以抽了

@分批取@
時間：7/12-7/14
優惠內容：滿600元送300全聯點數，上限600點一樣是每人2次
喜歡全聯麵包的話30元系列的麵包30入組也有優惠

"
2530,[情報] iRent 新竹機車優惠碼,Lifeismoney,"
剛剛mail 收到
應該是限制新竹租機車
優惠管理 優惠碼兌換
優惠碼：新竹開騎
兩張六分鐘機車

"
2531,[情報] 克寧問卷 Line point 10點 （已結束）,Lifeismoney,"https://reurl.cc/gGOD6p
https://i.imgur.com/lyVKqwH.jpeg
 
12:38分時填寫還有
如無點數請再回報
"
2532,[情報] 悠遊付綁凱基雙幣卡自動加值每月10%回饋,Lifeismoney,"申請雙幣卡時看到的
雖然需要每月登錄活動(不限量)
但放著每月爽領50回饋也爽
有申請這張的記得解悠遊付的任務
https://i.imgur.com/7XIQXFv.png

【悠遊卡加值10% 回饋】
活動期間：113/7/1-113/12/31
只要「自動加值」500元就符合10%回饋資格，每月回饋上限50元悠遊付現金回饋券(2張
25元回饋券)
資訊來源：凱基官網 https://bit.ly/3zDR6Ta

"
2533,[情報] CROCS 洞洞鞋限時優惠及贈鞋扣,Lifeismoney,"大概是去年，從韓國紅過來的洞洞鞋
上面還可以別不同的可愛鞋扣
蠻大一雙，穿起來也蠻舒服的
是現今夏天伸展台主流款式

Top1. CROCS 經典泡芙
https://reurl.cc/3XgR6V
https://i.imgur.com/rZJBbPJ.jpeg
https://i.imgur.com/ZlMbA6K.jpeg

Crocs泡芙是最經典款，路上鞋聚機率堪比當年的smith
大底比較肥帶點流線型元素，鞋面透氣又舒適，就像踩在雲朵上

https://i.imgur.com/8cKPwMk.jpeg
https://i.imgur.com/SdaNHSy.jpeg

還可以DIY 各種鞋扣，真的超愛這可愛的小東西><
Crocs專屬後帶設計
無論走路、跑步都不怕掉，尤其下雨天騎車穿最適合

Top2.CROCS經典雪屋克駱格
https://reurl.cc/gGVxnV
https://i.imgur.com/Yt9HoJH.jpeg
https://i.imgur.com/dbUP0It.jpeg

鞋底增高5公分  小隻女的逆天比例
鞋跟再高，依然穩固好走，跑跑跳跳都不怕跌倒
然後肯定是要配雙白色襪子，簡直太有夏日氛圍感

https://i.imgur.com/ZPReZ68.jpeg
https://i.imgur.com/Yz25w3b.jpeg

Crocs洞洞鞋全材質防水，也好清潔
價格比專櫃來說，相對好入手許多

最後我去查了其他平台賣的價格
Momo 雪屋 $2380 ， 奇摩 泡芙$2180

這裡折扣比較深一點 還多送鞋扣
雪屋折後$2142 泡芙折後$1962
全館CROCS可以逛逛，現在都有優惠
https://reurl.cc/AjVpp8
https://i.imgur.com/e0hzRGR.png
https://i.imgur.com/rMz0tBb.png

"
2534,[情報] 全聯便當加購麥萃茶12元,Lifeismoney,"https://i.imgur.com/qJINayF.jpeg

今天開始到9/5，原價29全聯20

兩種口味日式無糖和冰釀冬瓜

無糖款評價兩極，有糖新上市未知

https://i.imgur.com/o1gKUyr.jpeg

"
2535,[情報] Samsung Z Flip6 預購優惠,Lifeismoney,"看了很多家預購回饋都需要登記且有限額
目前看到是y購和momo都有下單就送1000不用登記

https://i.imgur.com/x1e88w5.png
y購：https://reurl.cc/5v6b07
https://i.imgur.com/bOGG11d.jpeg
momo：https://reurl.cc/Ej3bqg

但其他回饋還是需要搶登記名額 有些名額超少
另外就是信用卡或購衷心額外回饋
momo如果登記手速夠快也可以拿到不少mo幣
y購比較好一點的是多送2000且名額無上限 不過是購物金
想預購的人可以參考看看
https://reurl.cc/9vjbda

"
2536,[情報] 菲洛米娜內衣特賣會,Lifeismoney,"每年特賣會我都有去
去年他們家沒有辦今年終於又回來了

剛從現場回來這次場地還蠻大的, 1.5折應該是近年最便宜 最大有到Ｈ
https://imgur.com/7fhBtGK
https://imgur.com/WN2OnoF

時間地點
https://imgur.com/HKH3F2m

分享給有興趣的女孩兒～

"
2537,Re: [情報] 新光人壽SK點數 Line Point兌換補貨,Lifeismoney,"補貨了快搶啊~~~
100點 50點都還有數量
只剩LP這個比較有價值
其它兌換東西都太差了
 https://i.imgur.com/obI8VhQ.jpeg

※ 引述《hun410705》之銘言
: ※ 引述《remi0609 (Remi)》之銘言：
: : 點數又補貨了，有快到期點數的可以去換。
: : https://i.imgur.com/nWhSitW.jpg
: 點數又補貨了，有快到期點數的可以去換。100點還有8個，60點剩4個吧
"
2538,[情報] GoShare 騎乘金 25*1,Lifeismoney,"輸入
我現在騎GoShare去接你

$25騎乘金1張

"
2539,[情報] 遠傳會員領免費60天Friday影音序號,Lifeismoney,"進到遠傳FET app就可以看到連結，點下去後會出現兌換序號，要綁信用卡或帳單付款，綁定
後可立刻解約不用怕忘記

 https://i.imgur.com/MSj4Oaa.jpeg

"
2540,[情報] LINE 導購 Apple 商店 4.5% 回饋,Lifeismoney,"LINE 導購 Apple 商店 4.5% 回饋無上限（以未稅價計算）。活動時間 7/13 至 7/17。
 
排除 Pro Display XDR、Vision Pro、禮品卡等。
 
最近才推出的 iPad Pro (M4)、iPad Air (M2) 及 BTS 優惠項目基本均包含在回饋中。
 
 https://i.imgur.com/k1nmsS3.jpeg
 
"
2541,[情報] GARMIN VENU SQ 2 GPS智慧腕錶,Lifeismoney,"在找智慧錶看到三井GARMIN VENU SQ 2 GPS智慧腕錶特價$4990（原價7990）
但只有3個顏色可以選


https://i.imgur.com/BKoR8NH.jpeg

https://i.imgur.com/5uW463u.jpeg

"
2542,[情報] Benq gv50預購,Lifeismoney,"省錢版 首發
但我不是來業配的
因為我也還在觀望

小弟目前自行分析懶人包
1. 7/15 開放首購
2.單機體價格比前一代GV31便宜2000（電腦家價格）
3.保固三年
4.這一代強調雷射光源（智商稅？

可能是最近都有在關注投影機，演算法都推投影機的消息給我，但也怕被說我是來業的，
我就不放連結了，可以自行搜尋

https://i.imgur.com/uhW6lgv.jpeg


"
2543,[情報] Line禮物王品集團優惠券,Lifeismoney,"500-75

好像還有數量
https://i.imgur.com/TIsZKJ3.jpeg
可以適用520抵584的抵用券
應該搭配隔壁版的大禮包折價券？





"
2544,[情報] LINE禮物貼圖免費試用,Lifeismoney,"
剛看到LINE禮物有免費貼圖可以下載
而且是LINE FRIENDS，超喜歡熊大的
https://i.imgur.com/ggAk5gz.jpeg
要記得加LINE禮物好友才可以拿到喔~
https://line.me/S/sticker/32051/?lang=zh-Hant&utm_source=gnsh_stickerDetail

"
2545,[情報] 夏普震旦 Type-C充電線27元,Lifeismoney,"夏普震旦27週年慶週週搶好康
 活動日期：7/10(三)-8/31(六)
 活動連結： https://auroratelecom27anniversary.com/auroratelecomfestival/publi
c/index?openExternalBrowser=1
 ‧第一檔7/10-7/14 →$27 /Type C充電線
 ‧第二檔7/15-7/21 →$270/行動電源
 ‧第三檔7/22-7/28 →$2,700/手機
 ‧第四檔7/29-8/4 →$27,000/手機
 ‧第五檔8/5-8/11 →$27 /Type C充電線
 ‧第六檔8/12-8/18 →$270/行動電源
 ‧第七檔8/19-8/25 →$2,700/手機
 ‧第八檔8/26-8/31 →$27,000/手機

 我家附近的大潤發裡面就有一間震旦
 今天一早去有買到一條27元的線
https://i.imgur.com/li3Tbs0.jpeg

"
2546,[情報] 臺南市美術館 半年雙享票 ,Lifeismoney,"
南美館接下來有

「透．南城：城市穿行四百年」、「我們從河而來：流域千年．文化共筆」

以及10月底「2024台灣設計展」


《優惠1》半年可享再次入館

現場購票可憑原門票於購票日次日起至2024年12月31日前再次入館，

門票將於第2次入館驗票時回收。


https://i.imgur.com/TlAc0lg.jpeg

《優惠2》送CITY PRIMA優惠

或者是ibon購票送 CITY PRIMA 精品中冰美 80元 這個優惠


https://bit.ly/3xOKHUU


大家會選哪一種優惠? 還是都不會想要去 XDDD


"
2547,[情報] 龍泰皇家起司條 冷凍免運費,Lifeismoney,"
全店免運費 只想買一盒嘗鮮的可以買

限時2天只到7/11(四)晚上23:59

有搶到券的話499可以再減50

https://reurl.cc/bVvD1M

附上比價圖

https://imgur.com/a/dZHzhOH

"
2548,[情報] 雲端發票12張換天母棒球場7/24門票1張,Lifeismoney,"雲端發票12張換天母棒球場7/24門票1張（富邦悍將vs味全龍）

來源：https://www.facebook.com/share/p/rresuWsrbLF3RSAX/?
https://i.imgur.com/qxIs9MF.jpeg

"
2549,[情報] 日亞 prime 三菱除濕機 MJ-P180RX 92xx台幣,Lifeismoney,"日亞三菱除濕機MJ-P180RX prime會員特價中
，要買的可以參加免費30天會員後用優惠價購買，之後記得要再去取消會員就可以了
 https://i.imgur.com/eNHsHiO.jpeg

總共價格如下，這台沒有免運，大約92xx台幣
 https://i.imgur.com/eStPnBL.jpeg

這台真的非常吵，要購買請留意，但除濕力很好
連結：
https://myppt.cc/echu18

"
2550,[情報] [情報] 貓罐免運一日特價,Lifeismoney,"如題
https://reurl.cc/OMZ1b7
領完券790元一罐33元 推薦給有需要的人

查了價單罐35

https://i.imgur.com/c6vBoXM.png
"
2551,[情報] 全家慶祝7-11生日  領券71折,Lifeismoney,"https://i.imgur.com/wzdPwIB.jpeg

https://i.imgur.com/YKn3FSN.png

這波全家的操作不錯

霜淇淋折後35元

不要再說偷臭人家小七了

反觀萊...

"
2552,[情報] 亞瑟士 GEL-CONTEND 8 特價$1320,Lifeismoney,"

鞋全家福夏日鞋款限時八折，活動只到15號，目前活動鞋款比價下來最便宜
https://reurl.cc/ezRzEW

亞瑟士跑鞋也有特價
https://reurl.cc/nNaN76
https://i.imgur.com/XSPxZpz.jpeg

FILA 復古老爹鞋也入手一雙，剛好搭上今年Y2K潮流
https://reurl.cc/QRrRe5
https://i.imgur.com/xm0fNsd.jpeg


"
2553,[情報] LINE禮物 7-11飲品優惠,Lifeismoney,"7/11 LINE禮物有7-11飲品2杯優惠的活動
https://giftshop-tw.line.me/brand/2054814/special-theme/2054814
不喝咖啡的話冰胭脂紅茶珍珠歐蕾和hershey’s有買2送1

我自己是比較想買厚乳拿鐵，可惜已經賣完了QQ
來改買濃萃拿鐵好了

"
2554,[情報] MAS-717W 循環扇 $368,Lifeismoney,"https://i.imgur.com/Uh73G2K.jpeg

Massey 7吋渦流循環扇 MAS-717W

博客來賣368特價到 7/14

這也太便宜 這牌評價不知如何..


"
2555,[情報] Apple BTS 開始,Lifeismoney,"蘋果官網已更新。

今年是買 MacBook 送 AirPods；iPad pro 和 iPad Air 送 Apple Pencil。

http://apple.com/tw-edu/store
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 104.132.150.102 (臺灣)
※ 文章網址: https://www.ptt.cc/bbs/Lifeismoney/M.1720679815.A.CAF.html
→ semus520: 這啥101.12.17.129 07/11 14:40
噓 td200672: 洗文章?60.250.69.111 07/11 14:43
噓 ginlom: 您覺得這篇文章 2.給它噓聲 [2]?122.117.104.64 07/11 14:43
噓 burnsy0018: 好哦123.51.149.208 07/11 14:45
不懂噓的點是什麼，蘋果 BTS 能省很多錢不是嗎？
※ 編輯: hyperbola (104.132.150.99 臺灣), 07/11/2024 14:55:43
※ 編輯: hyperbola (104.132.150.99 臺灣), 07/11/2024 14:58:44
噓 ginlom: 你確定你要改文章後又再把編輯紀錄往下移?122.117.104.64 07/11 15:00
→ ginlom: 要不要請板主調編輯紀錄看一下你的小動作?122.117.104.64 07/11 15:00

我很抱歉，我不知道不能刪除編輯記錄提示文字，以後不會再犯
※ 編輯: hyperbola (104.132.150.99 臺灣), 07/11/2024 15:03:35
→ ginlom: 我不是那個意思！總之…你修改前的內容被122.117.104.64 07/11 15:06
→ ginlom: 噓後改了內容然後再質疑被噓的點？！122.117.104.64 07/11 15:06
我現在知道大家在意的點是文章內容太簡陋。當時是以為這個算廣為人知所以簡單幾個字就
發出去了。我現在知道要充實內容之後才能發文，感謝你們的指正。
噓 CAWAII615: 這樣也行?223.137.216.142 07/11 15:09
※ 編輯: hyperbola (104.132.150.99 臺灣), 07/11/2024 15:10:08
實在很不好意思。如果有洗文的疑慮，再麻煩版主代為刪除。
※ 編輯: hyperbola (104.132.150.99 臺灣), 07/11/2024 15:11:03
→ EPIRB406: 好像沒便宜多少，現在市面上蘋果產品也  223.137.25.25 07/11 15:25
→ EPIRB406: 不是原價賣，可以比價看看  223.137.25.25 07/11 15:25
推 xiapawo: 糟糕你要被檢舉了，這邊很多人小心眼的 49.216.195.119 07/11 15:30
推 adon0313: 這個是等搭配line導購的  1.200.118.188 07/11 15:32
→ adon0313: 19000-筆4000-6% 大概14000  1.200.118.188 07/11 15:33
推 zyliu: 很划算不是嗎?   101.12.32.42 07/11 15:35
→ zyliu: 等很久了   101.12.32.42 07/11 15:35
→ adon0313: 比賣掉15000 應該沒更便宜的  1.200.118.188 07/11 15:36
噓 hsupeter92: 純噓改文小動作 180.217.14.148 07/11 15:41
推 eupa1973: 謝謝提醒 101.136.153.39 07/11 15:43
推 zxc654033: 把筆賣掉搭配導購，應該沒有比這個更划  49.215.57.125 07/11 15:47
→ zxc654033: 算的價格了  49.215.57.125 07/11 15:47
→ ferretlin: 到底送的是那隻筆啊？2千多那個嗎？ 218.35.172.105 07/11 15:55
推 fssh710020: pineapple pen 36.237.235.205 07/11 15:56
→ onlytest: 在那個頁面可選，一般人應該會選貴的那  27.242.161.61 07/11 16:25
→ onlytest: 隻pro  27.242.161.61 07/11 16:25
推 zxc654033: 筆就是送的，你選多少錢的都沒影響，結  49.215.57.125 07/11 16:34
→ zxc654033: 帳頁面會直接折掉金額  49.215.57.125 07/11 16:34
噓 leo19981: 講得好像大家都可買是  114.39.95.191 07/11 17:00
→ eupa1973: BTS要學生或教師身份不是大家都知道嗎？ 101.136.153.39 07/11 17:06
→ acergame5: 可是大家也知道其實不用身份也能買114.136.159.140 07/11 17:10
噓 iam30719: 自刪很難？ 106.64.177.254 07/11 17:11
→ javis3021:  https://i.imgur.com/389Qeya.jpeg    39.14.73.56 07/11 17:26
推 zxc654033: 有edu信箱的都能買  幾年前能上來推文  49.215.57.125 07/11 17:30
→ zxc654033: 的應該都符合資格才是  49.215.57.125 07/11 17:30
噓 Tottoko86: 純噓改文顛倒黑白  101.10.45.157 07/11 17:31
推 info1994: 要看你學校有沒有把信箱註銷   61.227.33.79 07/11 17:41
→ info1994: 不然都要從信箱認證   61.227.33.79 07/11 17:41
噓 ds1999h: 畢業很久了無法買   1.200.169.32 07/11 17:50
噓 TGTplayer: 蛤 49.159.236.201 07/11 18:13
推 marquelin: 勸你別在某些版發文 巨嬰很難伺候的    39.12.25.20 07/11 19:07
推 h812311: 沒必要這麼噓吧   114.34.75.36 07/11 19:11
推 pppopp: 簡單明瞭 114.39.120.199 07/11 19:17
推 PLAYMYGUN: 做錯甚麼事情要被這樣噓文洗臉? 111.255.71.168 07/11 19:24
推 force1585: 感謝分享   111.83.6.208 07/11 19:24
噓 spiritia: 登入次數537次有效文章1篇  42.72.212.190 07/11 19:32
噓 deray: 以後不要那麼嗆118.165.147.143 07/11 21:08
推 nolast: 等15%導購111.253.129.132 07/11 22:48
→ nolast: 繼續等～～～～～～111.253.129.132 07/11 22:48
推 chrischang: 幫推 113畢業快20年  信箱還能用  114.137.200.0 07/12 01:09
噓 sense10936: 改文陷害噓不可取  27.53.176.127 07/12 08:32
噓 hanabidsca: 你完蛋了   36.227.50.41 07/12 11:13
推 a0935006936: 這邊真的很多巨嬰 幫補血  101.12.21.126 07/12 12:31
→ howzming: BTS期間應該不太會有大%數導購.    42.72.68.18 07/12 12:58
推 jungogo: 長年在省錢版的人真的小肚雞腸欸  60.248.18.201 07/12 13:29
推 a3619453: 幫補血，不能買是你的問題    1.34.201.40 07/12 16:15
推 sfly1119: 幫補 一堆無聊巨嬰 27.242.224.183 07/12 22:09
推 carefree1105: 幫補 36.238.170.147 07/13 19:09
推 cmshow: 幫補血，無傷大雅 218.164.72.205 07/14 17:00
→ cmshow: 感謝提醒，可以幫長輩換一台追劇平板了 218.164.72.205 07/14 17:00
推 psychoPass16: 蘋果哪需要洗文，人家不就分享而已X  220.141.35.88 07/14 22:13
→ psychoPass16: D 噓文的不是很懂  220.141.35.88 07/14 22:13
推 CSKO: 感謝分享~ 180.217.119.68 07/14 23:27
→ gary8442: ipad air6 祖傳60Hz LCD螢幕 盤 180.217.24.232 09/16 01:00
→ gary8442: Air比Pro厚比Pro重 續航比Pro爛 180.217.24.232 09/16 01:01


"
2556,[情報] Uber 七月優惠碼統整,Lifeismoney," 
Uber七月份序號又來了，這個月有很多高鐵和機場的優惠
暑假有出遊規劃的人可以先存起來～
https://i.imgur.com/awgL15v.jpeg
 
＊首搭/一般用戶＊
 
【七月首搭】7/1~8/31
單趟新台幣 200 元首搭優惠
（不適用於桃園機場接機行程、Uber Eats 行程）
 
【不攔就點小黃】7/31前
https://reurl.cc/lQZWOY
單趟 300 元優步小黃首搭優惠
 
【優要搭飛機】2025/1/31 23:59前
三趟100元乘車優惠
（下車地點須為桃園國際機場）
 
【優要搭高鐵】2025/1/31 23:59前
兩趟9折高鐵站限定乘車優惠
（上車地點之高鐵站須在台灣服務地區內，最高單趟可折抵 50 元）
 
＊華航會員限定＊
 
凡叫車或下車地點其一為台北松山機場、台中清泉崗機場、台南機場、高雄小港機場或下車
 
【CALNEW2024】4/1~9/30 ，限Uber app新戶
單趟 150 元乘車優惠
（限量 20,000 組，兌完為止）
 
【CAL2024】4/1~12/31，不限Uber app新舊戶
機場行程兩趟9折乘車優惠，單趟最高折抵 100 元
（限量 20,000 組，兌完為止）
 
＊信用卡限定＊
 
【JCARD2024】4/1~12/31
綁定富邦 J 卡可享五趟9折乘車優惠
（每趟折抵上限$30元，數量有限，領完為止）
 
【CTBC2024】4/1~12/31，限Uber app新戶
綁定中國信託信用卡可享兩趟折抵 $120 元乘車優惠
（數量有限，領完為止）
 
【KUBR2024】4/1~12/31
綁定凱基信用卡可享五趟9折乘車優惠
（每趟折抵上限 $50 元，數量有限，領完為止）
 
＊Uber One會員限定＊
 
【會員玩暑假】7/1~7/31
首趟行程150元乘車優惠
（不適用Uber Eats、桃園機場接機行程)
 
【會員去海邊】7/1~7/31
機場上下車行程 2 趟 85 折
（不適用於桃園機場接機行程、Uber Eats 行程，單趟最高可折抵 100 元）
 
"
2557,[情報] 酷聖石7/10~7/16 中杯以上冰淇淋買一送一,Lifeismoney,"7/10~7/16

購買中杯以上冰淇淋買一送一
不含脆餅，桶裝；以價低者為贈送品項

情報來源：https://reurl.cc/8vEano

"
2558,[情報] 康是美 OMRON 血壓計,Lifeismoney,"因為在找可以記錄2人血壓的血壓計
查到 OMRON JPN616T可以滿足需求
就去康是美買
特價3580，現在711折110，剛好折550變3030
然後用icash pay 滿3000送300，等於2730
查了應該算便宜，分享給大家
https://i.imgur.com/T3GqNfD.jpeg
"
2559,[情報] 玉山數位帳戶綁定全盈+PAY消費回饋600元,Lifeismoney,"https://i.imgur.com/Oaq3Wbq.jpeg
7月開始的活動，一直到年底
只要在活動期間新開立玉山數位帳戶並完成下面二個任務就能享600元的全盈儲值金

【任務一】：
線上開立玉山數位帳戶的時候，記得輸入活動代碼「PLUSPAY」並且完成開戶，
到年底前只要用這帳戶綁定全盈+PAY以及新增一筆100元的消費即完成任務一。

【任務二】：
在全盈+PAY app裡找到旅遊服務專區(往右滑，在第二頁)
https://i.imgur.com/g7z4eo7.jpeg
開通查詢玉山銀行帳戶餘額功能，即完成任務二
https://i.imgur.com/2oHtlty.jpeg

和大家分享

"
2560,[情報] 曼黛瑪璉內衣 649元,Lifeismoney,"https://reurl.cc/oRkGgq

如題 公司貨 買過紫色 包覆力蠻不錯

之前買的是在蝦皮700一件

"
2561,[情報] 試用表情貼送代幣,Lifeismoney,"Line免費表情貼活動
分享給10個朋友試用
我拿到20代幣了

大家可以試一下
  https://lin.ee/qUWkdfg/crtw

"
2562,[情報] 漢堡王4套200,Lifeismoney,"https://i.imgur.com/NhEO0Wa.jpeg

雙層買一送一 兩套478

先折150 再用券 差幾元就買塑膠袋湊

200元可以買四套


"
2563,[情報] 全家行動購 鮮橙青茶磚6入39,Lifeismoney,"如題 價格應該是最近最低了，而且也不是即期下殺
https://tw360.page.link/cpo9
冷凍免運碼：2UDAJEGQ

"
2564,[新聞] 說好的小農鮮奶？標示出包 珍煮丹道歉「這日起」連3天買1送1,Lifeismoney,"說好的小農鮮奶？標示出包 珍煮丹道歉「這日起」連3天買1送1
https://udn.com/news/story/7266/8089057
2024-07-11 17:24 聯合報／ 記者 陳睿中 ／即時報導

https://tinyurl.com/3n84hhsz
連鎖手搖飲「珍煮丹」因飲品乳源與實際使用品項不同道歉，同時宣布為彌補錯誤，7月
13日起至7月15日期間，「姍姍紅茶拿鐵」同品項買1送1。聯合報系資料照

連鎖手搖飲「珍煮丹」近日因飲品乳源與實際使用品項不同，所以登上新聞版面。珍煮丹
7月11日也發布道歉公告，表示為穩定鮮奶品質與供貨，於今年年初全台門市更換鮮奶供
應商，從原本小農鮮奶更換為光泉乳香世家，卻因內部疏失未即時更新資訊，造成消費者
疑慮。珍煮丹也宣佈，為彌補錯誤，7月13日起至7月15日期間，「姍姍紅茶拿鐵」同品項
買1送1。

消基會日前調查市面74家咖啡店、手搖飲、早午餐店所販售的鮮奶茶類飲品，發現許多店
家的標示與實際內容不符。其中「珍煮丹」的「姍姍紅茶拿鐵」標榜使用小農鮮奶，但現
場卻是採用光泉乳香世家。對此，珍煮丹公開致歉，表示為穩定鮮奶品質與供貨，於今年
年初全台門市更換鮮奶供應商，從原本小農鮮奶更換為光泉乳香世家，本該即時修改官網
及外送平台之品項「姍姍紅茶拿鐵」風味敘述說明，卻因內部疏失未即時更新資訊，造成
消費者對鮮奶品牌標示產生疑慮，深感抱歉。

除此之外，珍煮丹也表示，為表達誠意，7月13日至7月15日期間，「姍姍紅茶拿鐵」同品
項買1送1，買大送大、買中送中，全台門市均可適用。

https://tinyurl.com/yxmwd78y
珍煮丹限時推出「姍姍紅茶拿鐵」同品項買1送1。圖／珍煮丹提供

"
2565,[情報]  adidas 黑白Ultraboost 1.0 $2730,Lifeismoney,"https://i.imgur.com/nSLKPCW.jpeg
打折後再領券後只要$2730
尺寸還超多
https://reurl.cc/jWzq22

這雙是真的好穿
被說體育老師也沒差

現折$50券

https://reurl.cc/NQvXg5
https://reurl.cc/ZeKQoV

"
2566,[情報] 果貿吳媽家水餃 全店免運,Lifeismoney,"
活動只有兩天7/9-10
冷凍免運真的蠻有吸引力的
適合買一些單品又不想湊免運的朋友
聽說這家水餃很好吃不過有點小貴
大家參考看看囉～

https://is.gd/QY1hRh

附上其他平台的比價資訊

momo $1300免運

https://imgur.com/a/cKteeeg

蝦皮 $1200免運

https://imgur.com/a/TxVUokH

"
2567,[情報] 康是美滿711折110 ICP滿三千送三百,Lifeismoney,"如題，第一次發文有觸犯版規敬請告知謝謝
～
翻了之前的文章(慶祝開6711店)這次比起4月的折扣，貌似還多了ICP滿3000送300，
但是醫美滿千送百就沒有了，這次折扣力度有點類似前陣子醫美節，然後我直接從家
附近康是美群組小編問到了排除名單，如下圖，但很經典的買一送一、Cerave排除，
隔壁屈臣氏醫美1499送兩百也沒排除+1元多1件跟C，想補貨化妝水但還要比價好累，
還是要等到下次醫美節，求解
https://i.imgur.com/7SUjqHK.jpeg

https://i.imgur.com/av0n0aU.jpeg

"
2568,Re: [情報] 玩炸薯神廚拿優惠,Lifeismoney,"※ 引述《adu53100 (shaco)》之銘言：
100分以上人人都有獎 !
店家有早安美芝城、小時厚牛排、NeNe Chicken、創義麵
命沒了可以到這些地方買薯條或薯餅 拿刮刮卡換遊戲生命值 繼續拿折價
獎金就 . . .手不殘有機會QQ

(刪)
"
2569,[情報] Geforce Now限時特價,Lifeismoney,"Geforce now 目前就已經在特惠
一年1788元

目前MOMO打折更兇
一年1662

只有今天
還不快搶



https://reurl.cc/70GDXk

"
2570,[情報] 萊爾富瓶裝茶優惠,Lifeismoney,"
跟大家分享優惠資訊，把荷包省起來！
身為茶類的愛好者，幾乎每天都會買一瓶
最近發現萊爾富有瓶裝茶優惠
而且有個來送禮服務能送朋友，也能存在手機裡
隨時到全台門市領取，不用一次拿
覺得這點真的很貼心又方便
以下整理一些有優惠且自己蠻常喝的系列

茶裏王綠茶2件35元
樂法茶飲2件39元
原萃無糖紅2件35元
光泉冷綠冰烏2件35元

有折扣的品項蠻多種的，都有不同口味可以選擇
喝膩一個還能選另一種蠻不錯的~

資訊來源：https://hievent.hilife.com.tw/HiShare/Menu/?listid=A05&page=1
https://i.imgur.com/Pa1u8pO.jpeg
https://i.imgur.com/wyKGIqB.jpeg
https://i.imgur.com/Dan3kZn.jpeg
https://i.imgur.com/81nKxYG.jpeg


"
2571,[情報] PC家 勁辣雞腿堡餐即享券,Lifeismoney,"發文時可用 Ctrl+Y 刪除以下提醒
發文需要有省錢點。

勁辣雞腿堡+中薯+中可+四塊雞塊=139
原勁辣餐=140
等於少付1元又多了加點需要+49元的四塊麥克雞塊
https://i.imgur.com/UJDufzW.jpeg

已買十張
"
2572,[情報] 全家app優惠趣(7/10-7/16),Lifeismoney,"https://i.imgur.com/AaA7F03.jpeg

活動時間2024/07/10 - 2024/07/16

搖搖茶吧好喝奶茶特價39元(原價:55元)

"
2573,"[情報] irobot i2 8,999-500",Lifeismoney,"
本來買了電腦家8,999
結果全聯網購還折500
參考參考 剛好有需求

"
2574,[情報] 全家APP點數轉盤,Lifeismoney,"
更 100點的今天又可以玩一次喔

有三個可以參加，保底兩倍

但期限較短
http://i.imgur.com/bBLtRa2.jpg

http://i.imgur.com/gor8Syb.jpg

"
2575,[情報] momo雞胸肉 5.4kg 999元,Lifeismoney,"https://i.imgur.com/YWrrG04.jpeg
如圖 999 5.4kg,卜蜂雞胸肉 還沒吃完的不用勉強一直買




"
2576,[情報] 分眾 LINE禮物 45-5 or 45-10,Lifeismoney,"兩張券都是分眾

自己本尊是收到45-5券

兩個分身帳號收到45-10券

兩張券能買的東西稍微不一樣

 https://i.imgur.com/LKZ3SZJ.jpeg
 https://i.imgur.com/LZi0gOQ.jpeg
"
2577,[情報] foodpanda 使用 Line pay抽Line point,Lifeismoney,"https://i.imgur.com/j0mMVCl.jpeg

"
2578,[情報] 遊戲預約 LINE POINTS 5點,Lifeismoney,"iOS 限定

https://bounty.tagnology.co/campaign/the-new-bad-guys
完成預約遊戲可得 LINE POINTS 5 點

https://i.imgur.com/KsHPJ0r.jpeg

有專屬的 LINE 社群，不定時有新遊戲上線的樣子
https://line.me/ti/g2/ZN5"
2579,[情報] 5th 牛仔襯衫 特價$177up,Lifeismoney,"https://reurl.cc/3XzWAO

之前買過同色系還要290，這次更優惠
目前177就可以買到
https://reurl.cc/ezrgoL
https://i.imgur.com/Q0YYAtw.jpeg

今年流行蕾絲層次感穿搭 & 短版穿搭
https://reurl.cc/bVvo6X
https://reurl.cc/yLqaya

目前也都177就可入手
https://i.imgur.com/um0SNm3.jpeg
https://i.imgur.com/gWuJnFZ.jpeg

"
